inst,succ probSAT,of,steps probSAT,awg fined probSAT,mu probSAT,sig^2 probSAT
uf50-0288.cnf,1000,1000,31.04,31.04,3.31487,0.22356
uf50-0289.cnf,1000,1000,44.864,44.864,3.62344,0.32348
uf50-0290.cnf,1000,1000,53.975,53.975,3.66335,0.51609
uf50-0291.cnf,1000,1000,28.688,28.688,3.24576,0.2114
uf50-0292.cnf,1000,1000,39.698,39.698,3.52335,0.29363
uf50-0293.cnf,1000,1000,56.678,56.678,3.79326,0.45431
uf50-0294.cnf,1000,1000,36.079,36.079,3.44945,0.25066
uf50-0295.cnf,1000,1000,33.86,33.86,3.40609,0.22256
uf50-0296.cnf,1000,1000,47.828,47.828,3.66553,0.3628
uf50-0297.cnf,1000,1000,122.593,122.593,4.30892,0.97092
uf50-0298.cnf,1000,1000,44.704,44.704,3.61281,0.3456
uf50-0299.cnf,1000,1000,42.329,42.329,3.57853,0.32059
uf50-0300.cnf,1000,1000,38.556,38.556,3.47843,0.32798
uf50-0301.cnf,1000,1000,28.215,28.215,3.23517,0.19988
uf50-0302.cnf,1000,1000,95.547,95.547,4.11108,0.78494
uf50-0303.cnf,1000,1000,49.425,49.425,3.65186,0.43588
uf50-0304.cnf,1000,1000,35.857,35.857,3.43562,0.26147
uf50-0305.cnf,1000,1000,30.452,30.452,3.30165,0.21928
uf50-0306.cnf,1000,1000,68.248,68.248,3.86766,0.61798
uf50-0307.cnf,1000,1000,48.859,48.859,3.70857,0.3493
uf50-0308.cnf,1000,1000,57.271,57.271,3.73856,0.51468
uf50-0309.cnf,1000,1000,57.809,57.809,3.80148,0.46502
uf50-0310.cnf,1000,1000,49.927,49.927,3.66638,0.40114
uf50-0311.cnf,1000,1000,49.409,49.409,3.6925,0.38673
uf50-0312.cnf,1000,1000,44.403,44.403,3.57118,0.39853
uf50-0313.cnf,1000,1000,29.051,29.051,3.2386,0.2343
uf50-0314.cnf,1000,1000,31.648,31.648,3.32152,0.24812
uf50-0315.cnf,1000,1000,30.398,30.398,3.27643,0.23954
uf50-0316.cnf,1000,1000,26.578,26.578,3.18504,0.18045
uf50-0317.cnf,1000,1000,29.875,29.875,3.29093,0.20861
uf50-0318.cnf,1000,1000,42.494,42.494,3.56916,0.30842
uf50-0319.cnf,1000,1000,42.972,42.972,3.56036,0.35646
uf50-0320.cnf,1000,1000,32.489,32.489,3.3495,0.23824
uf50-0321.cnf,1000,1000,124.364,124.364,4.37086,0.84099
uf50-0322.cnf,1000,1000,55.075,55.075,3.77713,0.42358
uf50-0323.cnf,1000,1000,36.552,36.552,3.472,0.24065
uf50-0324.cnf,1000,1000,43.715,43.715,3.58889,0.36268
uf50-0325.cnf,1000,1000,47.894,47.894,3.6918,0.33337
uf50-0326.cnf,1000,1000,27.636,27.636,3.22796,0.17755
uf50-0327.cnf,1000,1000,33.647,33.647,3.37829,0.24602
uf50-0328.cnf,1000,1000,37.019,37.019,3.44275,0.29155
uf50-0329.cnf,1000,1000,45.957,45.957,3.61701,0.38277
uf50-0330.cnf,1000,1000,33.667,33.667,3.39343,0.22946
uf50-0331.cnf,1000,1000,27.212,27.212,3.19534,0.20536
uf50-0332.cnf,1000,1000,29.912,29.912,3.28961,0.20988
uf50-0333.cnf,1000,1000,34.424,34.424,3.41548,0.23272
uf50-0334.cnf,1000,1000,39.116,39.116,3.52862,0.2713
uf50-0335.cnf,1000,1000,33.887,33.887,3.37486,0.27146
uf50-0336.cnf,1000,1000,58.754,58.754,3.78114,0.50116
uf50-0337.cnf,1000,1000,41.465,41.465,3.56736,0.29523
uf50-0338.cnf,1000,1000,44.014,44.014,3.61702,0.31521
uf50-0339.cnf,1000,1000,34.467,34.467,3.40385,0.25539
uf50-0340.cnf,1000,1000,28.789,28.789,3.22949,0.23134
uf50-0341.cnf,1000,1000,41.309,41.309,3.55928,0.30553
uf50-0342.cnf,1000,1000,33.153,33.153,3.34795,0.26794
uf50-0343.cnf,1000,1000,39.787,39.787,3.5138,0.30999
uf50-0344.cnf,1000,1000,32.73,32.73,3.37246,0.22332
uf50-0345.cnf,1000,1000,31.91,31.91,3.35411,0.20403
uf50-0346.cnf,1000,1000,48.326,48.326,3.66285,0.3846
uf50-0347.cnf,1000,1000,26.998,26.998,3.2084,0.16941
uf50-0348.cnf,1000,1000,35.919,35.919,3.45357,0.24222
uf50-0349.cnf,1000,1000,35.063,35.063,3.42495,0.25865
uf50-0350.cnf,1000,1000,63.539,63.539,3.87106,0.5333
uf50-0351.cnf,1000,1000,38.294,38.294,3.50799,0.26452
uf50-0352.cnf,1000,1000,32.543,32.543,3.36498,0.22074
uf50-0353.cnf,1000,1000,40.605,40.605,3.55127,0.28711
uf50-0354.cnf,1000,1000,30.253,30.253,3.30623,0.19853
uf50-0355.cnf,1000,1000,50.978,50.978,3.75342,0.34345
uf50-0356.cnf,1000,1000,82.148,82.148,4.06179,0.65091
uf50-0357.cnf,1000,1000,60.436,60.436,3.83284,0.47325
uf50-0358.cnf,1000,1000,33.054,33.054,3.36345,0.24914
uf50-0359.cnf,1000,1000,36.924,36.924,3.38246,0.34618
uf50-0360.cnf,1000,1000,29.849,29.849,3.26089,0.24776
uf50-0361.cnf,1000,1000,24.858,24.858,3.12703,0.16203
uf50-0362.cnf,1000,1000,28.761,28.761,3.23296,0.23653
uf50-0363.cnf,1000,1000,37.608,37.608,3.44014,0.34277
uf50-0364.cnf,1000,1000,43.068,43.068,3.59707,0.31814
uf50-0365.cnf,1000,1000,29.848,29.848,3.30195,0.18794
uf50-0366.cnf,1000,1000,103.977,103.977,4.23444,0.79163
uf50-0367.cnf,1000,1000,26.415,26.415,3.17471,0.1897
uf50-0368.cnf,1000,1000,29.751,29.751,3.28782,0.19902
uf50-0369.cnf,1000,1000,68.127,68.127,3.99409,0.42505
uf50-0370.cnf,1000,1000,44.786,44.786,3.58402,0.40085
uf50-0371.cnf,1000,1000,27.171,27.171,3.19608,0.20631
uf50-0372.cnf,1000,1000,35.297,35.297,3.41082,0.28691
uf50-0373.cnf,1000,1000,39.326,39.326,3.50186,0.31623
uf50-0374.cnf,1000,1000,35.418,35.418,3.44755,0.23252
uf50-0375.cnf,1000,1000,26.688,26.688,3.19121,0.18056
uf50-0376.cnf,1000,1000,41.544,41.544,3.56858,0.29327
uf50-0377.cnf,1000,1000,31.609,31.609,3.31651,0.2592
uf50-0378.cnf,1000,1000,44.575,44.575,3.59419,0.36587
uf50-0379.cnf,1000,1000,36.336,36.336,3.44431,0.27641
uf50-0380.cnf,1000,1000,58.374,58.374,3.76449,0.53799
uf50-0381.cnf,1000,1000,50.402,50.402,3.72993,0.35033
uf50-0382.cnf,1000,1000,34.977,34.977,3.42685,0.2416
uf50-0383.cnf,1000,1000,29.992,29.992,3.30577,0.18039
uf50-0384.cnf,1000,1000,35.038,35.038,3.40955,0.26647
uf50-0385.cnf,1000,1000,34.807,34.807,3.38371,0.30943
uf50-0386.cnf,1000,1000,45.471,45.471,3.62123,0.34783
uf50-0387.cnf,1000,1000,47.008,47.008,3.65118,0.36794
uf50-0388.cnf,1000,1000,41.649,41.649,3.5165,0.38384
uf50-0389.cnf,1000,1000,33.621,33.621,3.3788,0.25325
uf50-0390.cnf,1000,1000,37.68,37.68,3.45994,0.29622
uf50-0391.cnf,1000,1000,35.138,35.138,3.41932,0.26231
uf50-0392.cnf,1000,1000,36.987,36.987,3.44901,0.29779
uf50-0393.cnf,1000,1000,37.569,37.569,3.48998,0.25885
uf50-0394.cnf,1000,1000,41.357,41.357,3.54989,0.32613
uf50-0395.cnf,1000,1000,38.343,38.343,3.48912,0.26112
uf50-0396.cnf,1000,1000,45.54,45.54,3.64378,0.32683
uf50-0397.cnf,1000,1000,30.613,30.613,3.29911,0.23527
uf50-0398.cnf,1000,1000,66.566,66.566,3.92505,0.50974
uf50-0399.cnf,1000,1000,45.155,45.155,3.62232,0.33489
uf50-0400.cnf,1000,1000,34.639,34.639,3.40402,0.2688
uf50-0401.cnf,1000,1000,26.719,26.719,3.18293,0.19651
uf50-0402.cnf,1000,1000,37.345,37.345,3.49328,0.24342
uf50-0403.cnf,1000,1000,55.27,55.27,3.78215,0.44863
uf50-0404.cnf,1000,1000,29.806,29.806,3.2857,0.2091
uf50-0405.cnf,1000,1000,58.759,58.759,3.85034,0.40979
uf50-0406.cnf,1000,1000,31.371,31.371,3.34233,0.1978
uf50-0407.cnf,1000,1000,43.238,43.238,3.56095,0.38124
uf50-0408.cnf,1000,1000,55.891,55.891,3.80212,0.41174
uf50-0409.cnf,1000,1000,36.444,36.444,3.45303,0.26787
uf50-0410.cnf,1000,1000,39.403,39.403,3.52806,0.26832
uf50-0411.cnf,1000,1000,36.461,36.461,3.42735,0.30285
uf50-0412.cnf,1000,1000,46.343,46.343,3.60855,0.38496
uf50-0413.cnf,1000,1000,44.032,44.032,3.59907,0.34059
uf50-0414.cnf,1000,1000,51.44,51.44,3.73292,0.38965
uf50-0415.cnf,1000,1000,36.779,36.779,3.43496,0.30809
uf50-0416.cnf,1000,1000,31.131,31.131,3.33074,0.20267
uf50-0417.cnf,1000,1000,27.86,27.86,3.21989,0.20792
uf50-0418.cnf,1000,1000,71.005,71.005,3.93815,0.58218
uf50-0419.cnf,1000,1000,36.956,36.956,3.45234,0.28181
uf50-0420.cnf,1000,1000,49.77,49.77,3.68215,0.39953
uf50-0421.cnf,1000,1000,51.56,51.56,3.74548,0.38161
uf50-0422.cnf,1000,1000,50.123,50.123,3.72662,0.35637
uf50-0423.cnf,1000,1000,31.555,31.555,3.33226,0.22399
uf50-0424.cnf,1000,1000,31.818,31.818,3.30662,0.26809
uf50-0425.cnf,1000,1000,42.565,42.565,3.56944,0.33959
uf50-0426.cnf,1000,1000,45.222,45.222,3.52638,0.42682
uf50-0427.cnf,1000,1000,44.112,44.112,3.55328,0.3818
uf50-0428.cnf,1000,1000,44.487,44.487,3.59595,0.36859
uf50-0429.cnf,1000,1000,38.357,38.357,3.50831,0.2592
uf50-0430.cnf,1000,1000,100.511,100.511,4.20794,0.73738
uf50-0431.cnf,1000,1000,23.806,23.806,3.06389,0.201
uf50-0432.cnf,1000,1000,39.729,39.729,3.50346,0.32296
uf50-0433.cnf,1000,1000,50.071,50.071,3.70423,0.3844
uf50-0434.cnf,1000,1000,52.99,52.99,3.76611,0.38685
uf50-0435.cnf,1000,1000,42.627,42.627,3.51294,0.40114
uf50-0436.cnf,1000,1000,34.481,34.481,3.40918,0.25189
uf50-0437.cnf,1000,1000,40.713,40.713,3.53371,0.3207
uf50-0438.cnf,1000,1000,77.852,77.852,4.06905,0.54009
uf50-0439.cnf,1000,1000,50.345,50.345,3.64386,0.48386
uf50-0440.cnf,1000,1000,54.546,54.546,3.79105,0.39133
uf50-0441.cnf,1000,1000,69.796,69.796,4.0024,0.46828
uf50-0442.cnf,1000,1000,47.591,47.591,3.64758,0.39774
uf50-0443.cnf,1000,1000,26.351,26.351,3.17252,0.18709
uf50-0444.cnf,1000,1000,30.354,30.354,3.29481,0.22277
uf50-0445.cnf,1000,1000,37.678,37.678,3.45525,0.31715
uf50-0446.cnf,1000,1000,45.885,45.885,3.62668,0.37236
uf50-0447.cnf,1000,1000,34.651,34.651,3.39946,0.27186
uf50-0448.cnf,1000,1000,52.759,52.759,3.67625,0.50691
uf50-0449.cnf,1000,1000,39.514,39.514,3.48911,0.32954
uf50-0450.cnf,1000,1000,31.39,31.39,3.31482,0.24427
uf50-0451.cnf,1000,1000,58.601,58.601,3.82245,0.44254
uf50-0452.cnf,1000,1000,44.969,44.969,3.64361,0.30305
uf50-0453.cnf,1000,1000,43.339,43.339,3.59795,0.32137
uf50-0454.cnf,1000,1000,35.312,35.312,3.42222,0.26391
uf50-0455.cnf,1000,1000,42.635,42.635,3.5806,0.32655
uf50-0456.cnf,1000,1000,47.793,47.793,3.61766,0.43851
uf50-0457.cnf,1000,1000,27.269,27.269,3.21079,0.18062
uf50-0458.cnf,1000,1000,32.749,32.749,3.35052,0.2601
uf50-0459.cnf,1000,1000,35.932,35.932,3.41451,0.30161
uf50-0460.cnf,1000,1000,37.402,37.402,3.45668,0.29813
uf50-0461.cnf,1000,1000,41.377,41.377,3.5194,0.37041
uf50-0462.cnf,1000,1000,29.927,29.927,3.27052,0.24132
uf50-0463.cnf,1000,1000,61.039,61.039,3.85447,0.48009
uf50-0464.cnf,1000,1000,32.843,32.843,3.36473,0.2365
uf50-0465.cnf,1000,1000,32.64,32.64,3.35843,0.23631
uf50-0466.cnf,1000,1000,37.685,37.685,3.47836,0.27133
uf50-0467.cnf,1000,1000,31.623,31.623,3.33277,0.22658
uf50-0468.cnf,1000,1000,36.801,36.801,3.43197,0.31782
uf50-0469.cnf,1000,1000,30.852,30.852,3.29686,0.24664
uf50-0470.cnf,1000,1000,70.937,70.937,4.01423,0.48603
uf50-0471.cnf,1000,1000,31.863,31.863,3.35422,0.20494
uf50-0472.cnf,1000,1000,33.356,33.356,3.37834,0.24318
uf50-0473.cnf,1000,1000,41.36,41.36,3.50296,0.38437
uf50-0474.cnf,1000,1000,60.838,60.838,3.86369,0.47055
uf50-0475.cnf,1000,1000,36.169,36.169,3.41091,0.32683
uf50-0476.cnf,1000,1000,37.504,37.504,3.47866,0.27147
uf50-0477.cnf,1000,1000,42.895,42.895,3.5604,0.36046
uf50-0478.cnf,1000,1000,31.921,31.921,3.33665,0.23987
uf50-0479.cnf,1000,1000,26.329,26.329,3.17077,0.18647
uf50-0480.cnf,1000,1000,54.635,54.635,3.78793,0.40647
uf50-0481.cnf,1000,1000,28.479,28.479,3.22808,0.22798
uf50-0482.cnf,1000,1000,31.125,31.125,3.32856,0.20771
uf50-0483.cnf,1000,1000,47.408,47.408,3.62399,0.42271
uf50-0484.cnf,1000,1000,42.559,42.559,3.51959,0.38355
uf50-0485.cnf,1000,1000,47.375,47.375,3.69393,0.30921
uf50-0486.cnf,1000,1000,41.249,41.249,3.54757,0.31525
uf50-0487.cnf,1000,1000,26.738,26.738,3.18595,0.19238
uf50-0488.cnf,1000,1000,37.842,37.842,3.46301,0.30463
uf50-0489.cnf,1000,1000,30.408,30.408,3.30837,0.20329
uf50-0490.cnf,1000,1000,28.471,28.471,3.24556,0.19921
uf50-0491.cnf,1000,1000,27.738,27.738,3.22642,0.18545
uf50-0492.cnf,1000,1000,31.554,31.554,3.33986,0.2138
uf50-0493.cnf,1000,1000,29.148,29.148,3.28035,0.17862
uf50-0494.cnf,1000,1000,25.834,25.834,3.15695,0.18171
uf50-0495.cnf,1000,1000,63.016,63.016,3.86435,0.5199
uf50-0496.cnf,1000,1000,41.587,41.587,3.52378,0.35407
uf50-0497.cnf,1000,1000,34.84,34.84,3.41583,0.26443
uf50-0498.cnf,1000,1000,40.859,40.859,3.54328,0.31033
uf50-0499.cnf,1000,1000,38.933,38.933,3.49058,0.30656
uf50-0500.cnf,1000,1000,32.155,32.155,3.36028,0.20517
uf50-0501.cnf,1000,1000,40.596,40.596,3.53003,0.32398
uf50-0502.cnf,1000,1000,51.668,51.668,3.76544,0.34493
uf50-0503.cnf,1000,1000,45.205,45.205,3.63475,0.33115
uf50-0504.cnf,1000,1000,35.928,35.928,3.43159,0.27073
uf50-0505.cnf,1000,1000,36.01,36.01,3.45229,0.25559
uf50-0506.cnf,1000,1000,29.454,29.454,3.26766,0.2152
uf50-0507.cnf,1000,1000,29.774,29.774,3.28525,0.21063
uf50-0508.cnf,1000,1000,28.527,28.527,3.25003,0.19205
uf50-0509.cnf,1000,1000,29.395,29.395,3.26881,0.2066
uf50-0510.cnf,1000,1000,34.105,34.105,3.38227,0.28067
uf50-0511.cnf,1000,1000,38.985,38.985,3.51952,0.27952
uf50-0512.cnf,1000,1000,29.085,29.085,3.25899,0.21217
uf50-0513.cnf,1000,1000,41.801,41.801,3.55149,0.33761
uf50-0514.cnf,1000,1000,102.039,102.039,4.07818,0.84782
uf50-0515.cnf,1000,1000,40.249,40.249,3.50184,0.32642
uf50-0516.cnf,1000,1000,35.62,35.62,3.42827,0.2709
uf50-0517.cnf,1000,1000,41.719,41.719,3.51087,0.38056
uf50-0518.cnf,1000,1000,34.307,34.307,3.39266,0.26868
uf50-0519.cnf,1000,1000,59.034,59.034,3.85688,0.42295
uf50-0520.cnf,1000,1000,41.075,41.075,3.52752,0.33648
uf50-0521.cnf,1000,1000,28.515,28.515,3.23329,0.21678
uf50-0522.cnf,1000,1000,40.074,40.074,3.56982,0.23133
uf50-0523.cnf,1000,1000,39.009,39.009,3.50554,0.29363
uf50-0524.cnf,1000,1000,34.698,34.698,3.40908,0.25542
uf50-0525.cnf,1000,1000,30.436,30.436,3.32473,0.17738
uf50-0526.cnf,1000,1000,58.592,58.592,3.68636,0.60855
uf50-0527.cnf,1000,1000,27.874,27.874,3.23268,0.17793
uf50-0528.cnf,1000,1000,40.779,40.779,3.53971,0.31822
uf50-0529.cnf,1000,1000,29.776,29.776,3.28772,0.20082
uf50-0530.cnf,1000,1000,30.527,30.527,3.31229,0.20241
uf50-0531.cnf,1000,1000,54.322,54.322,3.76682,0.40087
uf50-0532.cnf,1000,1000,32.888,32.888,3.36906,0.23381
uf50-0533.cnf,1000,1000,45.577,45.577,3.59006,0.38381
uf50-0534.cnf,1000,1000,38.899,38.899,3.48124,0.31617
uf50-0535.cnf,1000,1000,55.069,55.069,3.78877,0.40675
uf50-0536.cnf,1000,1000,28.915,28.915,3.26609,0.19104
uf50-0537.cnf,1000,1000,33.282,33.282,3.38,0.23051
uf50-0538.cnf,1000,1000,36.424,36.424,3.44288,0.28654
uf50-0539.cnf,1000,1000,37.983,37.983,3.49584,0.27133
uf50-0540.cnf,1000,1000,39.206,39.206,3.52876,0.27092
uf50-0541.cnf,1000,1000,42.207,42.207,3.56582,0.32434
uf50-0542.cnf,1000,1000,47.92,47.92,3.61934,0.43417
uf50-0543.cnf,1000,1000,27.903,27.903,3.23135,0.18591
uf50-0544.cnf,1000,1000,41.188,41.188,3.54958,0.31497
uf50-0545.cnf,1000,1000,45.74,45.74,3.63298,0.35504
uf50-0546.cnf,1000,1000,42.597,42.597,3.57578,0.33209
uf50-0547.cnf,1000,1000,52.789,52.789,3.72022,0.45793
uf50-0548.cnf,1000,1000,37.08,37.08,3.472,0.27215
uf50-0549.cnf,1000,1000,38.278,38.278,3.48966,0.2942
uf50-0550.cnf,1000,1000,33.652,33.652,3.38286,0.25257
uf50-0551.cnf,1000,1000,31.977,31.977,3.35753,0.20758
uf50-0552.cnf,1000,1000,62.271,62.271,3.84187,0.52229
uf50-0553.cnf,1000,1000,36.735,36.735,3.40762,0.34549
uf50-0554.cnf,1000,1000,27.395,27.395,3.20841,0.198
uf50-0555.cnf,1000,1000,38.429,38.429,3.50502,0.27449
uf50-0556.cnf,1000,1000,55.973,55.973,3.79469,0.42951
uf50-0557.cnf,1000,1000,34.06,34.06,3.4146,0.21314
uf50-0558.cnf,1000,1000,34.039,34.039,3.42481,0.19863
uf50-0559.cnf,1000,1000,45.312,45.312,3.57634,0.42574
uf50-0560.cnf,1000,1000,50.682,50.682,3.6733,0.44343
uf50-0561.cnf,1000,1000,26.19,26.19,3.17879,0.16821
uf50-0562.cnf,1000,1000,39.738,39.738,3.51473,0.30882
uf50-0563.cnf,1000,1000,30.676,30.676,3.29882,0.23259
uf50-0564.cnf,1000,1000,30.911,30.911,3.31488,0.22269
uf50-0565.cnf,1000,1000,34.564,34.564,3.4149,0.23967
uf50-0566.cnf,1000,1000,43.704,43.704,3.59934,0.33211
uf50-0567.cnf,1000,1000,60.428,60.428,3.83531,0.48884
uf50-0568.cnf,1000,1000,53.545,53.545,3.75254,0.41818
uf50-0569.cnf,1000,1000,71.515,71.515,3.94721,0.60663
uf50-0570.cnf,1000,1000,57.45,57.45,3.80399,0.44038
uf50-0571.cnf,1000,1000,27.616,27.616,3.19716,0.22276
uf50-0572.cnf,1000,1000,33.97,33.97,3.39754,0.24187
uf50-0573.cnf,1000,1000,33.391,33.391,3.3621,0.27414
uf50-0574.cnf,1000,1000,67.577,67.577,3.91298,0.55064
uf50-0575.cnf,1000,1000,38.114,38.114,3.44778,0.34274
uf50-0576.cnf,1000,1000,33.059,33.059,3.33945,0.28197
uf50-0577.cnf,1000,1000,52.884,52.884,3.76398,0.39496
uf50-0578.cnf,1000,1000,43.484,43.484,3.61282,0.29606
uf50-0579.cnf,1000,1000,28.679,28.679,3.25663,0.19106
uf50-0580.cnf,1000,1000,42.587,42.587,3.56039,0.36247
uf50-0581.cnf,1000,1000,29.241,29.241,3.2524,0.22771
uf50-0582.cnf,1000,1000,51.362,51.362,3.70506,0.42942
uf50-0583.cnf,1000,1000,46.531,46.531,3.66874,0.32139
uf50-0584.cnf,1000,1000,26.405,26.405,3.1704,0.19379
uf50-0585.cnf,1000,1000,45.472,45.472,3.65058,0.30669
uf50-0586.cnf,1000,1000,49.852,49.852,3.70944,0.38845
uf50-0587.cnf,1000,1000,49.947,49.947,3.72538,0.35107
uf50-0588.cnf,1000,1000,53.232,53.232,3.63664,0.57578
uf50-0589.cnf,1000,1000,31.728,31.728,3.33352,0.22823
uf50-0590.cnf,1000,1000,37.301,37.301,3.45216,0.30873
uf50-0591.cnf,1000,1000,48.943,48.943,3.69208,0.37549
uf50-0592.cnf,1000,1000,58.114,58.114,3.84911,0.41655
uf50-0593.cnf,1000,1000,29.942,29.942,3.2887,0.21108
uf50-0594.cnf,1000,1000,26.985,26.985,3.19398,0.19488
uf50-0595.cnf,1000,1000,39.106,39.106,3.54092,0.24677
uf50-0596.cnf,1000,1000,23.969,23.969,3.07516,0.19053
uf50-0597.cnf,1000,1000,70.332,70.332,3.89986,0.57277
uf50-0598.cnf,1000,1000,27.598,27.598,3.21139,0.20595
uf50-0599.cnf,1000,1000,39.637,39.637,3.44935,0.39018
uf50-0600.cnf,1000,1000,36.068,36.068,3.43542,0.27919
uf50-0601.cnf,1000,1000,30.179,30.179,3.29229,0.22095
uf50-0602.cnf,1000,1000,33.827,33.827,3.36898,0.28643
uf50-0603.cnf,1000,1000,30.661,30.661,3.31138,0.21126
uf50-0604.cnf,1000,1000,25.495,25.495,3.1404,0.18652
uf50-0605.cnf,1000,1000,34.236,34.236,3.39841,0.25514
uf50-0606.cnf,1000,1000,28.299,28.299,3.24734,0.18496
uf50-0607.cnf,1000,1000,32.309,32.309,3.34522,0.24723
uf50-0608.cnf,1000,1000,29.217,29.217,3.26902,0.20183
uf50-0609.cnf,1000,1000,74.779,74.779,4.00899,0.55201
uf50-0610.cnf,1000,1000,40.295,40.295,3.56326,0.2525
uf50-0611.cnf,1000,1000,36.735,36.735,3.44562,0.289
uf50-0612.cnf,1000,1000,77.131,77.131,4.01978,0.58123
uf50-0613.cnf,1000,1000,61.855,61.855,3.89518,0.4278
uf50-0614.cnf,1000,1000,29.052,29.052,3.27111,0.19258
uf50-0615.cnf,1000,1000,25.847,25.847,3.1552,0.18101
uf50-0616.cnf,1000,1000,38.143,38.143,3.47596,0.301
uf50-0617.cnf,1000,1000,33.26,33.26,3.37154,0.24951
uf50-0618.cnf,1000,1000,31.428,31.428,3.31942,0.23639
uf50-0619.cnf,1000,1000,45.298,45.298,3.6308,0.34609
uf50-0620.cnf,1000,1000,48.227,48.227,3.70544,0.32859
uf50-0621.cnf,1000,1000,49.76,49.76,3.71162,0.36972
uf50-0622.cnf,1000,1000,31.466,31.466,3.34096,0.20132
uf50-0623.cnf,1000,1000,59.231,59.231,3.85022,0.43097
uf50-0624.cnf,1000,1000,41.802,41.802,3.55463,0.33619
uf50-0625.cnf,1000,1000,41.44,41.44,3.54658,0.33522
uf50-0626.cnf,1000,1000,41.896,41.896,3.58155,0.29551
uf50-0627.cnf,1000,1000,50.003,50.003,3.66983,0.43084
uf50-0628.cnf,1000,1000,31.215,31.215,3.31669,0.23157
uf50-0629.cnf,1000,1000,59.734,59.734,3.83214,0.46317
uf50-0630.cnf,1000,1000,58.077,58.077,3.82604,0.43598
uf50-0631.cnf,1000,1000,33.88,33.88,3.381,0.26273
uf50-0632.cnf,1000,1000,47.929,47.929,3.65722,0.38779
uf50-0633.cnf,1000,1000,39.925,39.925,3.48781,0.3521
uf50-0634.cnf,1000,1000,37.054,37.054,3.43033,0.33922
uf50-0635.cnf,1000,1000,28.527,28.527,3.24466,0.20667
uf50-0636.cnf,1000,1000,27.639,27.639,3.22206,0.18318
uf50-0637.cnf,1000,1000,34.217,34.217,3.37782,0.27692
uf50-0638.cnf,1000,1000,37.389,37.389,3.45491,0.30768
uf50-0639.cnf,1000,1000,30.702,30.702,3.31404,0.21082
uf50-0640.cnf,1000,1000,31.437,31.437,3.2996,0.25823
uf50-0641.cnf,1000,1000,32.383,32.383,3.35127,0.24118
uf50-0642.cnf,1000,1000,47.35,47.35,3.68096,0.33104
uf50-0643.cnf,1000,1000,42.436,42.436,3.53364,0.37837
uf50-0644.cnf,1000,1000,33.817,33.817,3.34608,0.30472
uf50-0645.cnf,1000,1000,35.283,35.283,3.44422,0.22978
uf50-0646.cnf,1000,1000,44.918,44.918,3.63818,0.30949
uf50-0647.cnf,1000,1000,36.175,36.175,3.448,0.26178
uf50-0648.cnf,1000,1000,43.212,43.212,3.55991,0.37492
uf50-0649.cnf,1000,1000,28.835,28.835,3.24501,0.21787
uf50-0650.cnf,1000,1000,28.166,28.166,3.22836,0.20976
uf50-0651.cnf,1000,1000,27.952,27.952,3.21568,0.20565
uf50-0652.cnf,1000,1000,41.628,41.628,3.58158,0.2766
uf50-0653.cnf,1000,1000,56.443,56.443,3.7824,0.45717
uf50-0654.cnf,1000,1000,35.755,35.755,3.43269,0.2688
uf50-0655.cnf,1000,1000,43.619,43.619,3.62309,0.28358
uf50-0656.cnf,1000,1000,44.239,44.239,3.61193,0.33468
uf50-0657.cnf,1000,1000,35.068,35.068,3.39081,0.28586
uf50-0658.cnf,1000,1000,40.041,40.041,3.51526,0.32322
uf50-0659.cnf,1000,1000,36.914,36.914,3.47236,0.25499
uf50-0660.cnf,1000,1000,47.113,47.113,3.64507,0.37521
uf50-0661.cnf,1000,1000,29.952,29.952,3.27486,0.23611
uf50-0662.cnf,1000,1000,43.632,43.632,3.57295,0.36293
uf50-0663.cnf,1000,1000,30.066,30.066,3.28676,0.22331
uf50-0664.cnf,1000,1000,60.565,60.565,3.85487,0.46333
uf50-0665.cnf,1000,1000,45.388,45.388,3.65671,0.30838
uf50-0666.cnf,1000,1000,31.388,31.388,3.32049,0.23962
uf50-0667.cnf,1000,1000,34.771,34.771,3.40616,0.2605
uf50-0668.cnf,1000,1000,30.119,30.119,3.29308,0.215
uf50-0669.cnf,1000,1000,31.619,31.619,3.3206,0.245
uf50-0670.cnf,1000,1000,53.698,53.698,3.78974,0.37109
uf50-0671.cnf,1000,1000,42.904,42.904,3.58345,0.32537
uf50-0672.cnf,999,1000,120.114,133.614,4.38558,0.7378
uf50-0673.cnf,1000,1000,31.886,31.886,3.34793,0.22028
uf50-0674.cnf,1000,1000,71.535,71.535,3.89341,0.65611
uf50-0675.cnf,1000,1000,38.507,38.507,3.50758,0.2674
uf50-0676.cnf,1000,1000,39.1,39.1,3.50925,0.28983
uf50-0677.cnf,1000,1000,44.926,44.926,3.6045,0.37854
uf50-0678.cnf,1000,1000,27.098,27.098,3.20057,0.18907
uf50-0679.cnf,1000,1000,66.902,66.902,3.87682,0.59883
uf50-0680.cnf,1000,1000,53.471,53.471,3.72443,0.44953
uf50-0681.cnf,1000,1000,53.038,53.038,3.70393,0.44574
uf50-0682.cnf,1000,1000,31.147,31.147,3.31801,0.22852
uf50-0683.cnf,1000,1000,37.587,37.587,3.48003,0.27068
uf50-0684.cnf,1000,1000,62.473,62.473,3.80237,0.55619
uf50-0685.cnf,1000,1000,80.091,80.091,4.00606,0.64918
uf50-0686.cnf,1000,1000,37.866,37.866,3.47091,0.30607
