inst,succ probSAT,of,steps probSAT,awg fined probSAT,mu probSAT,sig^2 probSAT
uf75-088.cnf,913,1000,596.734,1771.234,5.97016,0.59817
uf75-089.cnf,972,1000,480.401,858.401,5.82109,0.64329
uf75-090.cnf,361,1000,1236.464,9862.964,6.4488,0.49817
uf75-091.cnf,316,1000,1250.434,10484.434,6.33864,0.55501
uf75-092.cnf,714,1000,837.37,4698.37,6.06191,0.66739
uf75-093.cnf,986,1000,376.573,565.573,5.57097,0.65826
uf75-094.cnf,999,1000,289.315,302.815,5.46149,0.40351
uf75-095.cnf,547,1000,1069.628,7185.128,6.38744,0.4476
uf75-096.cnf,352,1000,1221.061,9969.061,6.33168,0.58634
uf75-097.cnf,220,1000,1321.27,11851.27,6.31541,0.53147
uf75-098.cnf,959,1000,509.09,1062.59,5.89488,0.55999
uf75-099.cnf,700,1000,863.371,4913.371,6.1372,0.57869
uf75-0100.cnf,658,1000,946.006,5563.006,6.24469,0.59014
