inst,succ gSAT2,of,steps gSAT2,awg fined gSAT2,mu gSAT2,sig^2 gSAT2
uf50-0869.cnf,1000,1000,46.587,46.587,3.58217,0.43197
uf50-0870.cnf,1000,1000,66.685,66.685,3.87737,0.59338
uf50-0871.cnf,1000,1000,38.153,38.153,3.46248,0.31952
uf50-0872.cnf,1000,1000,37.596,37.596,3.42625,0.34251
uf50-0873.cnf,1000,1000,68.094,68.094,3.85062,0.63336
uf50-0874.cnf,1000,1000,28.108,28.108,3.2098,0.23605
uf50-0875.cnf,1000,1000,29.412,29.412,3.23499,0.26689
uf50-0876.cnf,1000,1000,33.956,33.956,3.32384,0.35956
uf50-0877.cnf,971,1000,157.911,549.411,4.10049,1.04209
uf50-0878.cnf,1000,1000,38.507,38.507,3.44989,0.34883
uf50-0879.cnf,998,1000,131.713,158.713,4.2543,1.06158
uf50-0880.cnf,1000,1000,31.297,31.297,3.30312,0.2534
uf50-0881.cnf,1000,1000,37.999,37.999,3.46847,0.31455
uf50-0882.cnf,1000,1000,61.267,61.267,3.82046,0.52156
uf50-0883.cnf,1000,1000,36.891,36.891,3.37717,0.37648
uf50-0884.cnf,999,1000,62.191,75.691,3.68321,0.61804
uf50-0885.cnf,1000,1000,38.25,38.25,3.46638,0.33272
uf50-0886.cnf,1000,1000,29.64,29.64,3.24264,0.25811
uf50-0887.cnf,1000,1000,24.797,24.797,3.10231,0.20662
uf50-0888.cnf,1000,1000,42.017,42.017,3.4999,0.41789
uf50-0889.cnf,1000,1000,42.31,42.31,3.5212,0.36437
uf50-0890.cnf,1000,1000,41.304,41.304,3.48976,0.39782
uf50-0891.cnf,1000,1000,55.127,55.127,3.71816,0.49457
uf50-0892.cnf,1000,1000,35.045,35.045,3.36268,0.34313
uf50-0893.cnf,1000,1000,45.49,45.49,3.56319,0.44199
uf50-0894.cnf,1000,1000,41.557,41.557,3.46889,0.40509
uf50-0895.cnf,1000,1000,29.921,29.921,3.24293,0.28285
uf50-0896.cnf,1000,1000,38.55,38.55,3.4902,0.3026
uf50-0897.cnf,996,1000,162.827,216.827,4.46973,1.08655
uf50-0898.cnf,1000,1000,43.625,43.625,3.52318,0.44466
uf50-0899.cnf,1000,1000,66.301,66.301,3.81601,0.59289
uf50-0900.cnf,1000,1000,46.197,46.197,3.54935,0.47265
uf50-0901.cnf,1000,1000,40.766,40.766,3.51724,0.34546
uf50-0902.cnf,1000,1000,39.629,39.629,3.47413,0.37033
uf50-0903.cnf,1000,1000,35.356,35.356,3.40006,0.29557
uf50-0904.cnf,1000,1000,42.009,42.009,3.48259,0.44046
uf50-0905.cnf,1000,1000,47.406,47.406,3.51494,0.50031
uf50-0906.cnf,1000,1000,27.309,27.309,3.17433,0.23985
uf50-0907.cnf,1000,1000,47.989,47.989,3.63842,0.41262
uf50-0908.cnf,1000,1000,43.097,43.097,3.53533,0.40109
uf50-0909.cnf,1000,1000,56.037,56.037,3.72266,0.49324
uf50-0910.cnf,1000,1000,83.369,83.369,3.97545,0.76963
uf50-0911.cnf,1000,1000,45.012,45.012,3.55292,0.43625
uf50-0912.cnf,1000,1000,67.243,67.243,3.86212,0.6618
uf50-0913.cnf,1000,1000,37.594,37.594,3.44224,0.32884
uf50-0914.cnf,1000,1000,39.712,39.712,3.42696,0.4341
uf50-0915.cnf,1000,1000,42.12,42.12,3.4749,0.44673
uf50-0916.cnf,1000,1000,50.533,50.533,3.64778,0.4729
uf50-0917.cnf,1000,1000,50.245,50.245,3.68499,0.41668
uf50-0918.cnf,1000,1000,37.454,37.454,3.41402,0.37009
uf50-0919.cnf,1000,1000,31.954,31.954,3.27222,0.33472
uf50-0920.cnf,1000,1000,89.772,89.772,4.02728,0.75627
uf50-0921.cnf,1000,1000,33.432,33.432,3.36864,0.25847
uf50-0922.cnf,1000,1000,27.48,27.48,3.17797,0.24637
uf50-0923.cnf,1000,1000,38.323,38.323,3.46538,0.33638
uf50-0924.cnf,1000,1000,37.959,37.959,3.4123,0.39184
uf50-0925.cnf,1000,1000,26.125,26.125,3.13921,0.227
uf50-0926.cnf,1000,1000,41.395,41.395,3.44444,0.44498
uf50-0927.cnf,1000,1000,89.828,89.828,3.99636,0.87592
uf50-0928.cnf,1000,1000,36.179,36.179,3.4127,0.31437
uf50-0929.cnf,1000,1000,40.328,40.328,3.49239,0.3498
uf50-0930.cnf,1000,1000,32.297,32.297,3.30247,0.31345
uf50-0931.cnf,1000,1000,40.347,40.347,3.42376,0.40881
uf50-0932.cnf,1000,1000,38.362,38.362,3.47795,0.30647
uf50-0933.cnf,1000,1000,34.203,34.203,3.3425,0.34104
uf50-0934.cnf,1000,1000,56.137,56.137,3.68544,0.55786
uf50-0935.cnf,1000,1000,48.687,48.687,3.57658,0.48525
uf50-0936.cnf,1000,1000,27.534,27.534,3.1561,0.27861
uf50-0937.cnf,1000,1000,27.7,27.7,3.18497,0.2417
uf50-0938.cnf,1000,1000,31.933,31.933,3.29533,0.30107
uf50-0939.cnf,1000,1000,38.759,38.759,3.48591,0.32354
uf50-0940.cnf,1000,1000,40.904,40.904,3.45094,0.45416
uf50-0941.cnf,1000,1000,43.032,43.032,3.5545,0.37138
uf50-0942.cnf,1000,1000,60.065,60.065,3.74109,0.55526
uf50-0943.cnf,1000,1000,34.089,34.089,3.32582,0.32697
uf50-0944.cnf,1000,1000,43.216,43.216,3.54765,0.37582
uf50-0945.cnf,1000,1000,40.942,40.942,3.48952,0.38879
uf50-0946.cnf,1000,1000,41.117,41.117,3.49081,0.37512
uf50-0947.cnf,1000,1000,33.666,33.666,3.33302,0.32915
uf50-0948.cnf,1000,1000,48.748,48.748,3.62138,0.46993
uf50-0949.cnf,1000,1000,27.011,27.011,3.16838,0.23684
uf50-0950.cnf,999,1000,70.757,84.257,3.85798,0.60872
uf50-0951.cnf,1000,1000,41.079,41.079,3.49556,0.38993
uf50-0952.cnf,1000,1000,54.704,54.704,3.61253,0.60782
uf50-0953.cnf,1000,1000,35.913,35.913,3.3715,0.36541
uf50-0954.cnf,996,1000,115.675,169.675,4.08407,1.0084
uf50-0955.cnf,1000,1000,41.158,41.158,3.44617,0.46693
uf50-0956.cnf,1000,1000,33.226,33.226,3.34252,0.28886
uf50-0957.cnf,992,1000,132.825,240.825,4.1832,1.02532
uf50-0958.cnf,1000,1000,29.791,29.791,3.25662,0.25275
uf50-0959.cnf,1000,1000,44.351,44.351,3.51743,0.44757
uf50-0960.cnf,1000,1000,33.709,33.709,3.33203,0.32754
uf50-0961.cnf,1000,1000,71.149,71.149,3.87438,0.68647
uf50-0962.cnf,1000,1000,28.93,28.93,3.23317,0.23796
uf50-0963.cnf,1000,1000,36.569,36.569,3.4354,0.29003
uf50-0964.cnf,1000,1000,51.683,51.683,3.69899,0.43159
uf50-0965.cnf,1000,1000,54.814,54.814,3.73068,0.48658
uf50-0966.cnf,1000,1000,54.439,54.439,3.64469,0.57684
uf50-0967.cnf,1000,1000,36.09,36.09,3.38085,0.34485
uf50-0968.cnf,1000,1000,63.424,63.424,3.83248,0.58266
uf50-0969.cnf,1000,1000,27.757,27.757,3.19748,0.23513
uf50-0970.cnf,1000,1000,44.926,44.926,3.54153,0.45338
uf50-0971.cnf,1000,1000,36.861,36.861,3.41676,0.34093
uf50-0972.cnf,1000,1000,30.076,30.076,3.26633,0.25273
uf50-0973.cnf,1000,1000,44.715,44.715,3.57381,0.39887
uf50-0974.cnf,1000,1000,32.984,32.984,3.33272,0.29776
uf50-0975.cnf,1000,1000,46.381,46.381,3.6088,0.41395
uf50-0976.cnf,997,1000,97.034,137.534,3.86097,0.9726
uf50-0977.cnf,1000,1000,39.002,39.002,3.38631,0.43012
uf50-0978.cnf,1000,1000,30.502,30.502,3.28514,0.24711
uf50-0979.cnf,1000,1000,30.797,30.797,3.2879,0.25337
uf50-0980.cnf,1000,1000,53.97,53.97,3.7125,0.48236
uf50-0981.cnf,1000,1000,46.035,46.035,3.62007,0.39268
uf50-0982.cnf,1000,1000,55.833,55.833,3.62443,0.63502
uf50-0983.cnf,1000,1000,54.045,54.045,3.67398,0.56001
uf50-0984.cnf,1000,1000,38.44,38.44,3.45266,0.33759
uf50-0985.cnf,1000,1000,58.202,58.202,3.75469,0.5295
uf50-0986.cnf,1000,1000,26.484,26.484,3.17218,0.19548
uf50-0987.cnf,978,1000,129.993,426.993,4.12736,0.76387
uf50-0988.cnf,1000,1000,50.574,50.574,3.65956,0.45521
uf50-0989.cnf,1000,1000,30.911,30.911,3.29367,0.25113
uf50-0990.cnf,997,1000,96.595,137.095,4.09202,0.81314
uf50-0991.cnf,999,1000,90.437,103.937,4.04512,0.79051
uf50-0992.cnf,1000,1000,41.33,41.33,3.4922,0.41114
uf50-0993.cnf,1000,1000,31.946,31.946,3.29684,0.3004
uf50-0994.cnf,1000,1000,63.476,63.476,3.84119,0.55626
uf50-0995.cnf,1000,1000,35.807,35.807,3.37143,0.37381
uf50-0996.cnf,1000,1000,55.589,55.589,3.68645,0.53971
uf50-0997.cnf,1000,1000,37.191,37.191,3.42229,0.33843
uf50-0998.cnf,1000,1000,46.579,46.579,3.53817,0.48542
uf50-0999.cnf,1000,1000,46.726,46.726,3.53514,0.46577
uf50-01000.cnf,1000,1000,37.208,37.208,3.43166,0.32322
uf75-01.cnf,832,1000,649.986,2917.986,5.87004,0.67488
uf75-02.cnf,893,1000,545.877,1990.377,5.75253,0.6895
uf75-03.cnf,271,1000,1302.762,11144.262,6.47479,0.44387
uf75-04.cnf,80,1000,1425.354,13845.354,6.01542,0.74637
uf75-05.cnf,256,1000,1308.249,11352.249,6.44156,0.42957
uf75-06.cnf,329,1000,1186.514,10245.014,6.03999,0.59705
uf75-07.cnf,239,1000,1275.155,11548.655,6.04909,0.60878
uf75-08.cnf,187,1000,1371.137,12346.637,6.47743,0.59994
uf75-09.cnf,872,1000,554.748,2282.748,5.70583,0.69596
uf75-010.cnf,924,1000,501.66,1527.66,5.69733,0.75467
uf75-011.cnf,367,1000,1200.816,9746.316,6.27593,0.62524
uf75-012.cnf,153,1000,1386.654,12821.154,6.40918,0.60943
uf75-013.cnf,818,1000,638.573,3095.573,5.82808,0.58638
uf75-014.cnf,662,1000,895.151,5458.151,6.07157,0.73876
uf75-015.cnf,364,1000,1207.06,9793.06,6.24839,0.76285
uf75-016.cnf,319,1000,1256.211,10449.711,6.4028,0.49209
uf75-017.cnf,778,1000,752.063,3749.063,5.98515,0.7165
uf75-018.cnf,797,1000,645.36,3385.86,5.70518,0.77423
uf75-019.cnf,234,1000,1265.225,11606.225,5.94451,0.5572
uf75-020.cnf,580,1000,1041.75,6711.75,6.37826,0.45063
uf75-021.cnf,725,1000,797.716,4510.216,5.95012,0.75288
uf75-022.cnf,845,1000,641.167,2733.667,5.9125,0.60624
uf75-023.cnf,394,1000,1167.977,9348.977,6.23367,0.63876
uf75-024.cnf,467,1000,1092.092,8287.592,6.14979,0.69288
uf75-025.cnf,992,1000,237.791,345.791,5.06721,0.67719
uf75-026.cnf,301,1000,1258.951,10695.451,6.31828,0.57169
uf75-027.cnf,571,1000,959.858,6751.358,6.01306,0.70527
uf75-028.cnf,193,1000,1351.095,12245.595,6.39632,0.49785
uf75-029.cnf,468,1000,1051.702,8233.702,5.9749,0.74981
uf75-030.cnf,294,1000,1287.615,10818.615,6.44539,0.52849
uf75-031.cnf,331,1000,1198.375,10229.875,6.07605,0.72198
uf75-032.cnf,267,1000,1276.454,11171.954,6.24444,0.65473
uf75-033.cnf,984,1000,303.657,519.657,5.30012,0.70485
uf75-034.cnf,472,1000,1110.763,8238.763,6.28357,0.56131
uf75-035.cnf,718,1000,833.472,4640.472,6.08474,0.61395
uf75-036.cnf,392,1000,1172.769,9380.769,6.2767,0.54189
uf75-037.cnf,217,1000,1322.87,11893.37,6.25854,0.69175
uf75-038.cnf,275,1000,1276.527,11064.027,6.29346,0.60916
uf75-039.cnf,472,1000,1091.774,8219.774,6.20699,0.58271
uf75-040.cnf,102,1000,1413.28,13536.28,6.23481,0.58683
uf75-041.cnf,302,1000,1268.24,10691.24,6.38226,0.54876
uf75-042.cnf,659,1000,868.766,5472.266,5.96782,0.77405
uf75-043.cnf,572,1000,1012.232,6790.232,6.23119,0.57784
uf75-044.cnf,399,1000,1162.259,9275.759,6.25626,0.531
uf75-045.cnf,403,1000,1156.979,9216.479,6.20027,0.66449
uf75-046.cnf,220,1000,1303.252,11833.252,6.13975,0.6374
uf75-047.cnf,838,1000,607.471,2794.471,5.73137,0.74449
uf75-048.cnf,556,1000,969.593,6963.593,6.01619,0.65046
uf75-049.cnf,396,1000,1144.944,9298.944,6.14109,0.6058
uf75-050.cnf,643,1000,860.471,5679.971,5.85621,0.85224
uf75-051.cnf,299,1000,1272.433,10735.933,6.4446,0.39276
uf75-052.cnf,126,1000,1398.831,13197.831,6.25553,0.72908
uf75-053.cnf,595,1000,979.555,6447.055,6.17662,0.63516
uf75-054.cnf,294,1000,1208.572,10739.572,5.80621,0.96014
uf75-055.cnf,65,1000,1438.831,14061.331,6.02177,0.71145
uf75-056.cnf,420,1000,1112.484,8942.484,6.07117,0.67712
uf75-057.cnf,275,1000,1280.513,11068.013,6.34293,0.53016
uf75-058.cnf,543,1000,1065.393,7234.893,6.33974,0.54224
uf75-059.cnf,619,1000,953.588,6097.088,6.15353,0.66276
uf75-060.cnf,432,1000,1133.151,8801.151,6.17615,0.77036
uf75-061.cnf,474,1000,1096.364,8197.364,6.20671,0.65269
uf75-062.cnf,255,1000,1252.512,11310.012,5.99194,0.63709
uf75-063.cnf,795,1000,791.786,3559.286,6.17165,0.5624
uf75-064.cnf,519,1000,1072.838,7566.338,6.28645,0.56879
uf75-065.cnf,725,1000,757.461,4469.961,5.85935,0.68396
uf75-066.cnf,855,1000,674.831,2632.331,5.99718,0.6759
uf75-067.cnf,377,1000,1204.097,9614.597,6.33577,0.59
uf75-068.cnf,773,1000,686.77,3751.27,5.72099,0.86391
uf75-069.cnf,396,1000,1135.519,9289.519,6.06321,0.70881
uf75-070.cnf,586,1000,969.439,6558.439,6.10483,0.65203
uf75-071.cnf,404,1000,1177.042,9223.042,6.28123,0.693
uf75-072.cnf,689,1000,910.996,5109.496,6.21481,0.6239
uf75-073.cnf,936,1000,441.405,1305.405,5.53576,0.80558
uf75-074.cnf,363,1000,1120.399,9719.899,5.81113,0.68152
uf75-075.cnf,483,1000,1068.309,8047.809,6.06551,0.84408
uf75-076.cnf,359,1000,1210.983,9864.483,6.28191,0.66544
uf75-077.cnf,953,1000,392.761,1027.261,5.46842,0.70974
uf75-078.cnf,447,1000,1094.532,8560.032,6.11117,0.66382
uf75-079.cnf,408,1000,1155.964,9147.964,6.20794,0.69828
uf75-080.cnf,567,1000,942.477,6787.977,5.91994,0.74531
uf75-081.cnf,328,1000,1192.383,10264.383,6.03723,0.67767
uf75-082.cnf,697,1000,909.623,5000.123,6.2256,0.63049
uf75-083.cnf,229,1000,1306.349,11714.849,6.21761,0.66087
uf75-084.cnf,399,1000,1155.091,9268.591,6.18345,0.65985
uf75-085.cnf,894,1000,581.259,2012.259,5.84915,0.68403
uf75-086.cnf,279,1000,1255.807,10989.307,6.16228,0.66003
uf75-087.cnf,929,1000,404.142,1362.642,5.34551,0.85311
uf75-088.cnf,666,1000,896.135,5405.135,6.10982,0.67368
uf75-089.cnf,783,1000,754.991,3684.491,6.01183,0.69474
uf75-090.cnf,156,1000,1378.825,12772.825,6.37079,0.53605
uf75-091.cnf,171,1000,1356.845,12548.345,6.2534,0.56819
uf75-092.cnf,484,1000,1035.716,8001.716,5.9259,0.86902
uf75-093.cnf,882,1000,579.388,2172.388,5.78789,0.75336
uf75-094.cnf,930,1000,482.1,1427.1,5.70351,0.65184
uf75-095.cnf,319,1000,1263.46,10456.96,6.42501,0.5318
uf75-096.cnf,192,1000,1338.971,12246.971,6.25636,0.56736
uf75-097.cnf,174,1000,1350.559,12501.559,6.20771,0.63578
uf75-098.cnf,814,1000,723.199,3234.199,6.00786,0.70492
uf75-099.cnf,451,1000,1086.643,8498.143,6.07945,0.7043
uf75-0100.cnf,387,1000,1151.851,9427.351,6.12856,0.63049
