inst,succ gSAT2,of,steps gSAT2,awg fined gSAT2,mu gSAT2,sig^2 gSAT2
uf20-0405.cnf,1000,1000,41.665,41.665,3.15676,1.07797
uf20-0406.cnf,1000,1000,145.3,145.3,4.3876,1.42696
uf20-0407.cnf,1000,1000,142.201,142.201,4.29043,1.57059
uf20-0408.cnf,988,1000,297.962,459.962,4.72195,2.48191
uf20-0409.cnf,1000,1000,78.195,78.195,3.53438,1.36091
uf20-0410.cnf,1000,1000,171.526,171.526,4.49667,1.58153
uf20-0411.cnf,999,1000,198.455,211.955,4.64793,1.5528
uf20-0412.cnf,1000,1000,32.35,32.35,3.16776,0.65358
uf20-0413.cnf,999,1000,128.823,142.323,3.97628,1.81385
uf20-0414.cnf,1000,1000,148.603,148.603,4.22853,1.60557
uf20-0415.cnf,1000,1000,88.876,88.876,3.87268,1.28147
uf20-0416.cnf,1000,1000,62.932,62.932,3.51099,1.2882
uf20-0417.cnf,1000,1000,40.458,40.458,3.21398,0.99499
uf20-0418.cnf,1000,1000,68.154,68.154,3.79022,0.98426
uf20-0419.cnf,1000,1000,137.854,137.854,4.48106,1.02265
uf20-0420.cnf,985,1000,271.391,473.891,4.72066,2.08376
uf20-0421.cnf,1000,1000,79.508,79.508,3.74253,1.36932
uf20-0422.cnf,1000,1000,43.369,43.369,3.35771,0.71887
uf20-0423.cnf,997,1000,207.581,248.081,4.48068,2.11557
uf20-0424.cnf,999,1000,147.791,161.291,4.2968,1.56764
uf20-0425.cnf,985,1000,244.604,447.104,4.39477,2.28944
uf20-0426.cnf,1000,1000,90.272,90.272,3.72986,1.60344
uf20-0427.cnf,1000,1000,28.34,28.34,3.05292,0.57761
uf20-0428.cnf,1000,1000,70.003,70.003,3.81913,0.91396
uf20-0429.cnf,1000,1000,25.666,25.666,2.97405,0.53247
uf20-0430.cnf,1000,1000,42.548,42.548,3.29277,0.88878
uf20-0431.cnf,1000,1000,52.204,52.204,3.2997,1.21142
uf20-0432.cnf,1000,1000,95.113,95.113,3.922,1.26502
uf20-0433.cnf,1000,1000,137.086,137.086,3.98867,2.08048
uf20-0434.cnf,1000,1000,155.393,155.393,4.26156,1.87311
uf20-0435.cnf,995,1000,280.378,347.878,5.0067,1.63248
uf20-0436.cnf,1000,1000,52.254,52.254,3.41286,1.08367
uf20-0437.cnf,995,1000,211.898,279.398,4.6196,1.70256
uf20-0438.cnf,941,1000,374.66,1171.16,4.78573,2.35446
uf20-0439.cnf,1000,1000,35.323,35.323,3.12961,0.76871
uf20-0440.cnf,1000,1000,72.316,72.316,3.74343,1.15217
uf20-0441.cnf,1000,1000,15.279,15.279,2.51211,0.41571
uf20-0442.cnf,1000,1000,150.985,150.985,4.3373,1.61059
uf20-0443.cnf,1000,1000,39.036,39.036,3.31683,0.7025
uf20-0444.cnf,1000,1000,79.337,79.337,4.00496,0.83811
uf20-0445.cnf,1000,1000,23.841,23.841,2.861,0.60766
uf20-0446.cnf,1000,1000,37.743,37.743,2.91032,1.08782
uf20-0447.cnf,1000,1000,68.971,68.971,3.72663,0.98134
uf20-0448.cnf,1000,1000,123.364,123.364,4.05958,1.69516
uf20-0449.cnf,767,1000,669.986,3815.486,5.12401,2.59904
uf20-0450.cnf,1000,1000,48.044,48.044,3.33827,1.04348
uf20-0451.cnf,1000,1000,28.9,28.9,3.05071,0.65155
uf20-0452.cnf,1000,1000,118.744,118.744,3.98209,1.57822
uf20-0453.cnf,995,1000,214.626,282.126,4.37244,2.22559
uf20-0454.cnf,934,1000,392.913,1283.913,4.7581,2.66192
uf20-0455.cnf,999,1000,147.023,160.523,4.29307,1.54152
uf20-0456.cnf,1000,1000,157.834,157.834,4.26554,1.81415
uf20-0457.cnf,1000,1000,55.081,55.081,3.6547,0.81794
uf20-0458.cnf,996,1000,237.208,291.208,4.88002,1.3886
uf20-0459.cnf,1000,1000,65.307,65.307,3.51912,1.24759
uf20-0460.cnf,1000,1000,34.257,34.257,3.18596,0.6617
uf20-0461.cnf,983,1000,211.613,441.113,4.43391,1.59957
uf20-0462.cnf,1000,1000,137.727,137.727,4.09764,1.67884
uf20-0463.cnf,1000,1000,117.61,117.61,4.27805,1.17184
uf20-0464.cnf,999,1000,196.009,209.509,4.69348,1.40881
uf20-0465.cnf,980,1000,351.263,621.263,5.18651,1.64501
uf20-0466.cnf,980,1000,345.293,615.293,5.09188,1.9082
uf20-0467.cnf,1000,1000,62.493,62.493,3.47952,1.26064
uf20-0468.cnf,999,1000,195.782,209.282,4.64967,1.6358
uf20-0469.cnf,995,1000,180.928,248.428,4.32094,1.92316
uf20-0470.cnf,1000,1000,26.819,26.819,2.95872,0.60454
uf20-0471.cnf,1000,1000,71.806,71.806,3.65304,1.29966
uf20-0472.cnf,1000,1000,87.845,87.845,3.98975,1.06829
uf20-0473.cnf,1000,1000,84.606,84.606,3.60789,1.58062
uf20-0474.cnf,1000,1000,93.425,93.425,3.89827,1.35837
uf20-0475.cnf,1000,1000,89.856,89.856,4.01251,1.07318
uf20-0476.cnf,966,1000,308.413,767.413,4.80293,1.97005
uf20-0477.cnf,980,1000,278.978,548.978,4.67639,1.96757
uf20-0478.cnf,1000,1000,88.061,88.061,3.96801,1.15744
uf20-0479.cnf,998,1000,123.152,150.152,3.97619,1.56823
uf20-0480.cnf,1000,1000,67.295,67.295,3.52663,1.28648
uf20-0481.cnf,1000,1000,143.412,143.412,4.36612,1.42234
uf20-0482.cnf,1000,1000,91.063,91.063,3.82695,1.50491
uf20-0483.cnf,1000,1000,22.559,22.559,2.83239,0.55652
uf20-0484.cnf,999,1000,174.647,188.147,4.41092,1.72631
uf20-0485.cnf,1000,1000,35.402,35.402,3.08242,0.87034
uf20-0486.cnf,1000,1000,91.533,91.533,3.70792,1.60398
uf20-0487.cnf,1000,1000,30.618,30.618,3.10654,0.6203
uf20-0488.cnf,1000,1000,71.892,71.892,3.77421,0.93152
uf20-0489.cnf,996,1000,167.291,221.291,4.21785,1.91768
uf20-0490.cnf,1000,1000,108.727,108.727,4.23793,0.93474
uf20-0491.cnf,999,1000,116.983,130.483,3.83371,1.72883
uf20-0492.cnf,1000,1000,40.4,40.4,3.31099,0.78054
uf20-0493.cnf,995,1000,223.627,291.127,4.66999,1.7075
uf20-0494.cnf,1000,1000,42.379,42.379,3.31011,0.87009
uf20-0495.cnf,996,1000,258.904,312.904,4.8529,1.77394
uf20-0496.cnf,1000,1000,31.534,31.534,3.16962,0.56516
uf20-0497.cnf,1000,1000,19.7,19.7,2.80746,0.35541
uf20-0498.cnf,1000,1000,50.521,50.521,3.50844,0.7777
uf20-0499.cnf,1000,1000,39.122,39.122,3.26365,0.82205
uf20-0500.cnf,1000,1000,75.52,75.52,3.82906,1.00908
uf20-0501.cnf,1000,1000,37.142,37.142,3.26221,0.69895
uf20-0502.cnf,1000,1000,29.258,29.258,3.05398,0.65535
uf20-0503.cnf,1000,1000,64.615,64.615,3.54891,1.18873
uf20-0504.cnf,999,1000,188.487,201.987,4.52218,1.64582
uf20-0505.cnf,995,1000,168.808,236.308,4.2677,1.86759
uf20-0506.cnf,993,1000,173.631,268.131,4.18185,2.02432
uf20-0507.cnf,1000,1000,22.786,22.786,2.83237,0.57243
uf20-0508.cnf,999,1000,144.917,158.417,4.09297,1.87286
uf20-0509.cnf,999,1000,190.468,203.968,4.64995,1.43879
uf20-0510.cnf,1000,1000,47.757,47.757,3.32377,0.88237
uf20-0511.cnf,1000,1000,76.488,76.488,3.76274,1.14834
uf20-0512.cnf,1000,1000,94.115,94.115,3.92188,1.29991
uf20-0513.cnf,1000,1000,78.597,78.597,3.83658,1.08586
uf20-0514.cnf,939,1000,377.918,1201.418,4.79959,2.33055
uf20-0515.cnf,1000,1000,38.447,38.447,3.26777,0.73919
uf20-0516.cnf,1000,1000,76.709,76.709,3.55214,1.57558
uf20-0517.cnf,990,1000,255.889,390.889,4.804,1.79746
uf20-0518.cnf,996,1000,265.515,319.515,4.8548,1.84201
uf20-0519.cnf,968,1000,331.31,763.31,4.83539,2.10236
uf20-0520.cnf,1000,1000,144.578,144.578,4.34192,1.53617
uf20-0521.cnf,1000,1000,93.721,93.721,3.99587,1.17582
uf20-0522.cnf,1000,1000,36.048,36.048,3.07699,0.94246
uf20-0523.cnf,1000,1000,51.708,51.708,3.56917,0.74547
uf20-0524.cnf,997,1000,184.229,224.729,4.50555,1.58016
uf20-0525.cnf,1000,1000,38.429,38.429,3.06063,0.9339
uf20-0526.cnf,998,1000,211.657,238.657,4.64833,1.67212
uf20-0527.cnf,1000,1000,77.924,77.924,3.75373,1.18
uf20-0528.cnf,996,1000,247.486,301.486,4.78598,1.82019
uf20-0529.cnf,990,1000,257.99,392.99,4.56852,2.46395
uf20-0530.cnf,1000,1000,70.041,70.041,3.80953,0.95506
uf20-0531.cnf,1000,1000,40.184,40.184,3.20333,0.9117
uf20-0532.cnf,943,1000,404.351,1173.851,4.98533,2.35183
uf20-0533.cnf,974,1000,345.787,696.787,5.13268,1.71015
uf20-0534.cnf,1000,1000,54.429,54.429,3.63636,0.77715
uf20-0535.cnf,1000,1000,21.551,21.551,2.80465,0.51792
uf20-0536.cnf,995,1000,277.92,345.42,4.87506,1.8496
uf20-0537.cnf,1000,1000,73.618,73.618,3.61985,1.27834
uf20-0538.cnf,1000,1000,124.144,124.144,4.05929,1.60741
uf20-0539.cnf,1000,1000,32.245,32.245,3.03808,0.77355
uf20-0540.cnf,1000,1000,81.066,81.066,3.736,1.35769
uf20-0541.cnf,1000,1000,52.431,52.431,3.445,0.95819
uf20-0542.cnf,997,1000,200.493,240.993,4.60687,1.7169
uf20-0543.cnf,998,1000,165.403,192.403,4.3641,1.65761
uf20-0544.cnf,1000,1000,137.668,137.668,4.18929,1.83487
uf20-0545.cnf,1000,1000,126.932,126.932,4.19251,1.36107
uf20-0546.cnf,1000,1000,148.821,148.821,4.3672,1.59132
uf20-0547.cnf,1000,1000,200.311,200.311,4.67423,1.59557
uf20-0548.cnf,1000,1000,54.293,54.293,3.58534,0.81252
uf20-0549.cnf,1000,1000,43.136,43.136,3.3306,0.86243
uf20-0550.cnf,1000,1000,203.528,203.528,4.75546,1.35145
uf20-0551.cnf,1000,1000,163.099,163.099,4.43482,1.52325
uf20-0552.cnf,990,1000,310.424,445.424,5.05354,1.75641
uf20-0553.cnf,1000,1000,121.314,121.314,4.24799,1.27307
uf20-0554.cnf,1000,1000,23.35,23.35,2.84204,0.59147
uf20-0555.cnf,1000,1000,48.097,48.097,3.33915,0.9588
uf20-0556.cnf,998,1000,194.423,221.423,4.52505,1.70374
uf20-0557.cnf,1000,1000,68.778,68.778,3.57331,1.3291
uf20-0558.cnf,1000,1000,55.374,55.374,3.58955,0.8605
uf20-0559.cnf,1000,1000,95.906,95.906,3.72499,1.69933
uf20-0560.cnf,867,1000,457.315,2252.815,4.75001,2.35677
uf20-0561.cnf,1000,1000,81.84,81.84,3.70701,1.34125
uf20-0562.cnf,995,1000,205.919,273.419,4.62183,1.57771
uf20-0563.cnf,1000,1000,51.435,51.435,3.41699,1.07733
uf20-0564.cnf,994,1000,215.375,296.375,4.4115,2.0729
uf20-0565.cnf,1000,1000,87.033,87.033,3.79388,1.36323
uf20-0566.cnf,1000,1000,83.757,83.757,3.75735,1.41544
uf20-0567.cnf,1000,1000,28.946,28.946,2.88327,0.75355
uf20-0568.cnf,998,1000,188.61,215.61,4.25987,2.22715
uf20-0569.cnf,994,1000,181.297,262.297,3.99024,2.48329
uf20-0570.cnf,1000,1000,29.677,29.677,3.0635,0.6273
uf20-0571.cnf,1000,1000,99.841,99.841,3.83683,1.55726
uf20-0572.cnf,1000,1000,118.848,118.848,4.27624,1.09494
uf20-0573.cnf,1000,1000,66.201,66.201,3.63816,1.15931
uf20-0574.cnf,997,1000,180.404,220.904,4.26762,2.08995
uf20-0575.cnf,999,1000,100.815,114.315,3.90142,1.51428
uf20-0576.cnf,1000,1000,130.347,130.347,4.2132,1.37451
uf20-0577.cnf,1000,1000,48.276,48.276,3.35089,1.02452
uf20-0578.cnf,1000,1000,146.13,146.13,4.33804,1.51449
uf20-0579.cnf,1000,1000,121.735,121.735,4.25264,1.24218
uf20-0580.cnf,1000,1000,63.033,63.033,3.60982,1.06339
uf20-0581.cnf,975,1000,321.383,658.883,4.73648,2.42393
uf20-0582.cnf,900,1000,487.825,1837.825,5.10361,2.28907
uf20-0583.cnf,998,1000,166.381,193.381,4.2021,1.98768
uf20-0584.cnf,999,1000,166.182,179.682,4.51107,1.42017
uf20-0585.cnf,1000,1000,67.522,67.522,3.49159,1.37864
uf20-0586.cnf,981,1000,345.725,602.225,5.07437,1.88485
uf20-0587.cnf,1000,1000,120.004,120.004,3.98784,1.61368
uf20-0588.cnf,1000,1000,28.077,28.077,2.9342,0.75538
uf20-0589.cnf,1000,1000,52.288,52.288,3.47977,0.92344
uf20-0590.cnf,1000,1000,77.209,77.209,3.77955,1.22363
uf20-0591.cnf,794,1000,610.597,3391.597,4.92347,2.92603
uf20-0592.cnf,1000,1000,68.252,68.252,3.70575,1.05439
uf20-0593.cnf,1000,1000,71.096,71.096,3.7506,1.10815
uf20-0594.cnf,1000,1000,192.863,192.863,4.71503,1.31157
uf20-0595.cnf,970,1000,276.984,681.984,4.50339,2.20417
uf20-0596.cnf,1000,1000,71.979,71.979,3.86758,0.88531
uf20-0597.cnf,979,1000,308.588,592.088,4.83991,2.08436
uf20-0598.cnf,1000,1000,113.415,113.415,4.24962,1.12202
uf20-0599.cnf,973,1000,319.878,684.378,4.88721,1.96137
uf20-0600.cnf,945,1000,411.988,1154.488,5.08965,2.12334
uf20-0601.cnf,985,1000,265.282,467.782,4.58986,2.28081
uf20-0602.cnf,1000,1000,47.886,47.886,3.25413,1.0263
uf20-0603.cnf,1000,1000,42.218,42.218,3.31994,0.79639
uf20-0604.cnf,1000,1000,15.737,15.737,2.54242,0.43344
uf20-0605.cnf,1000,1000,54.15,54.15,3.42609,1.01761
uf20-0606.cnf,1000,1000,151.195,151.195,4.45654,1.27067
uf20-0607.cnf,1000,1000,123.804,123.804,4.29111,1.18433
uf20-0608.cnf,1000,1000,134.116,134.116,4.16847,1.60891
uf20-0609.cnf,1000,1000,163.671,163.671,4.47879,1.51741
uf20-0610.cnf,1000,1000,102.058,102.058,3.72926,1.70674
uf20-0611.cnf,998,1000,122.933,149.933,3.92178,1.70301
uf20-0612.cnf,1000,1000,175.565,175.565,4.33723,1.83873
uf20-0613.cnf,980,1000,220.615,490.615,4.37063,1.92924
uf20-0614.cnf,982,1000,293.528,536.528,4.89095,1.76852
uf20-0615.cnf,1000,1000,81.08,81.08,3.81915,1.18059
uf20-0616.cnf,974,1000,224.231,575.231,4.22645,2.12874
uf20-0617.cnf,1000,1000,33.064,33.064,3.11595,0.67745
uf20-0618.cnf,1000,1000,150.297,150.297,4.39291,1.50417
uf20-0619.cnf,1000,1000,29.16,29.16,2.99887,0.69108
uf20-0620.cnf,1000,1000,23.509,23.509,2.87826,0.55555
uf20-0621.cnf,1000,1000,98.427,98.427,4.08066,1.15514
uf20-0622.cnf,998,1000,111.59,138.59,3.60424,1.96972
uf20-0623.cnf,1000,1000,80.924,80.924,3.80944,1.07398
uf20-0624.cnf,1000,1000,53.869,53.869,3.40195,1.01728
uf20-0625.cnf,996,1000,198.148,252.148,4.54389,1.63975
uf20-0626.cnf,1000,1000,56.506,56.506,3.61791,0.82212
uf20-0627.cnf,1000,1000,51.044,51.044,3.30486,1.15147
uf20-0628.cnf,999,1000,134.041,147.541,4.04967,1.80115
uf20-0629.cnf,1000,1000,96.831,96.831,3.70879,1.67588
uf20-0630.cnf,975,1000,404.29,741.79,5.26222,1.9879
uf20-0631.cnf,1000,1000,132.548,132.548,4.24698,1.33744
uf20-0632.cnf,1000,1000,86.025,86.025,3.90659,1.22208
uf20-0633.cnf,1000,1000,39.762,39.762,3.31263,0.74748
uf20-0634.cnf,1000,1000,26.402,26.402,2.94441,0.63018
uf20-0635.cnf,1000,1000,102.354,102.354,4.18337,1.02843
uf20-0636.cnf,1000,1000,91.494,91.494,3.706,1.52887
uf20-0637.cnf,1000,1000,82.636,82.636,3.77496,1.21793
uf20-0638.cnf,1000,1000,59.91,59.91,3.65292,0.91623
uf20-0639.cnf,1000,1000,174.995,174.995,4.4462,1.79985
uf20-0640.cnf,1000,1000,31.354,31.354,3.08651,0.66182
uf20-0641.cnf,1000,1000,129.136,129.136,4.17929,1.54173
uf20-0642.cnf,1000,1000,46.656,46.656,3.13232,1.09019
uf20-0643.cnf,1000,1000,42.567,42.567,3.28323,0.87201
uf20-0644.cnf,1000,1000,55.083,55.083,3.4915,1.03592
uf20-0645.cnf,1000,1000,110.794,110.794,3.9564,1.60802
uf20-0646.cnf,1000,1000,102.541,102.541,3.98888,1.33095
uf20-0647.cnf,1000,1000,92.631,92.631,4.13783,0.83241
uf20-0648.cnf,1000,1000,67.269,67.269,3.61849,1.19573
uf20-0649.cnf,1000,1000,54.873,54.873,3.33546,1.22761
uf20-0650.cnf,1000,1000,26.172,26.172,2.83184,0.71384
uf20-0651.cnf,1000,1000,83.805,83.805,3.68644,1.40543
uf20-0652.cnf,999,1000,221.236,234.736,4.79115,1.50015
uf20-0653.cnf,1000,1000,32.42,32.42,3.02775,0.71707
uf20-0654.cnf,993,1000,207.061,301.561,4.35998,2.24992
uf20-0655.cnf,1000,1000,42.782,42.782,3.28236,0.91186
uf20-0656.cnf,998,1000,179.724,206.724,4.47715,1.64524
uf20-0657.cnf,1000,1000,31.112,31.112,3.13811,0.61009
uf20-0658.cnf,1000,1000,62.602,62.602,3.62863,1.02795
uf20-0659.cnf,1000,1000,32.612,32.612,3.0121,0.79027
uf20-0660.cnf,1000,1000,102.538,102.538,4.16576,1.04444
uf20-0661.cnf,1000,1000,63.63,63.63,3.59729,1.06191
uf20-0662.cnf,1000,1000,40.609,40.609,3.21042,0.97061
uf20-0663.cnf,1000,1000,54.414,54.414,3.59418,0.85939
uf20-0664.cnf,1000,1000,125.68,125.68,4.2706,1.26463
uf20-0665.cnf,1000,1000,26.648,26.648,2.92955,0.66617
uf20-0666.cnf,987,1000,258.204,433.704,4.55196,2.1737
uf20-0667.cnf,999,1000,135.12,148.62,4.21856,1.58129
uf20-0668.cnf,1000,1000,60.672,60.672,3.53772,1.09974
uf20-0669.cnf,999,1000,165.459,178.959,4.39376,1.51821
uf20-0670.cnf,1000,1000,98.133,98.133,4.1171,1.01392
uf20-0671.cnf,1000,1000,71.016,71.016,3.50766,1.50674
uf20-0672.cnf,993,1000,199.5,294.0,4.47415,1.77659
uf20-0673.cnf,1000,1000,39.086,39.086,3.11184,0.9292
uf20-0674.cnf,1000,1000,101.722,101.722,4.09094,1.08005
uf20-0675.cnf,999,1000,182.098,195.598,4.47519,1.73483
uf20-0676.cnf,1000,1000,29.24,29.24,3.07285,0.57561
uf20-0677.cnf,1000,1000,48.0,48.0,3.50354,0.76113
uf20-0678.cnf,999,1000,231.222,244.722,4.8425,1.54892
uf20-0679.cnf,1000,1000,71.064,71.064,3.71807,1.18731
uf20-0680.cnf,1000,1000,110.778,110.778,4.23066,1.07393
uf20-0681.cnf,1000,1000,70.537,70.537,3.62749,1.28117
uf20-0682.cnf,1000,1000,33.903,33.903,3.19141,0.66413
uf20-0683.cnf,735,1000,612.979,4190.479,4.4679,2.743
uf20-0684.cnf,991,1000,252.898,374.398,4.80369,1.6634
uf20-0685.cnf,998,1000,168.637,195.637,4.24649,2.06588
uf20-0686.cnf,981,1000,298.609,555.109,4.61706,2.61075
uf20-0687.cnf,736,1000,614.566,4178.566,4.42933,3.03438
uf20-0688.cnf,1000,1000,130.845,130.845,4.28457,1.41741
uf20-0689.cnf,1000,1000,39.53,39.53,3.30879,0.76166
uf20-0690.cnf,1000,1000,22.188,22.188,2.84286,0.49974
uf20-0691.cnf,992,1000,309.62,417.62,5.07549,1.62602
uf20-0692.cnf,1000,1000,175.221,175.221,4.58761,1.43695
uf20-0693.cnf,1000,1000,107.976,107.976,4.12318,1.14462
uf20-0694.cnf,951,1000,391.356,1052.856,5.01455,2.20686
uf20-0695.cnf,1000,1000,86.677,86.677,3.95049,1.01704
uf20-0696.cnf,1000,1000,85.013,85.013,3.65332,1.55718
uf20-0697.cnf,1000,1000,35.848,35.848,3.10874,0.85572
uf20-0698.cnf,1000,1000,105.536,105.536,4.18206,1.02663
uf20-0699.cnf,995,1000,142.121,209.621,4.01901,1.6351
uf20-0700.cnf,1000,1000,94.13,94.13,4.11456,0.97075
uf20-0701.cnf,993,1000,239.467,333.967,4.80966,1.54967
uf20-0702.cnf,1000,1000,27.935,27.935,2.89199,0.76669
uf20-0703.cnf,1000,1000,36.862,36.862,3.13741,0.84712
uf20-0704.cnf,1000,1000,91.073,91.073,3.72208,1.51454
uf20-0705.cnf,999,1000,172.694,186.194,4.54058,1.45851
uf20-0706.cnf,1000,1000,23.898,23.898,2.81535,0.68711
uf20-0707.cnf,999,1000,112.113,125.613,3.9897,1.50391
uf20-0708.cnf,986,1000,273.312,462.312,4.84,1.80383
uf20-0709.cnf,1000,1000,52.525,52.525,3.59269,0.78446
uf20-0710.cnf,957,1000,280.63,861.13,4.42827,2.25382
uf20-0711.cnf,1000,1000,119.93,119.93,4.32049,1.11886
uf20-0712.cnf,996,1000,171.392,225.392,4.39923,1.5401
uf20-0713.cnf,999,1000,84.861,98.361,3.5812,1.63198
uf20-0714.cnf,1000,1000,32.533,32.533,3.14522,0.66099
uf20-0715.cnf,991,1000,213.934,335.434,4.55898,1.7321
uf20-0716.cnf,993,1000,230.505,325.005,4.69848,1.58433
uf20-0717.cnf,995,1000,295.966,363.466,4.97362,1.93504
uf20-0718.cnf,1000,1000,69.573,69.573,3.68282,1.11615
uf20-0719.cnf,1000,1000,106.543,106.543,4.12671,1.2666
uf20-0720.cnf,999,1000,141.043,154.543,4.2631,1.49089
uf20-0721.cnf,1000,1000,80.743,80.743,3.57652,1.58791
uf20-0722.cnf,1000,1000,36.026,36.026,3.17444,0.80798
uf20-0723.cnf,993,1000,206.601,301.101,4.35892,2.15456
uf20-0724.cnf,1000,1000,19.364,19.364,2.6923,0.50535
uf20-0725.cnf,1000,1000,104.504,104.504,4.20324,1.00843
uf20-0726.cnf,992,1000,157.75,265.75,3.93865,2.09518
uf20-0727.cnf,1000,1000,48.884,48.884,3.39812,0.9273
uf20-0728.cnf,975,1000,316.918,654.418,4.7913,2.27456
uf20-0729.cnf,1000,1000,106.09,106.09,4.18868,1.03261
uf20-0730.cnf,1000,1000,75.395,75.395,3.50208,1.50315
uf20-0731.cnf,1000,1000,148.205,148.205,4.27997,1.53504
uf20-0732.cnf,1000,1000,46.765,46.765,3.37159,0.95628
uf20-0733.cnf,1000,1000,128.201,128.201,4.25201,1.2554
uf20-0734.cnf,1000,1000,84.84,84.84,3.50879,1.74687
uf20-0735.cnf,1000,1000,101.78,101.78,4.15616,1.02316
uf20-0736.cnf,998,1000,193.578,220.578,4.48052,1.80201
uf20-0737.cnf,1000,1000,145.173,145.173,4.08326,1.86305
uf20-0738.cnf,1000,1000,45.593,45.593,3.34136,0.90977
uf20-0739.cnf,961,1000,312.016,838.516,4.57665,2.5133
uf20-0740.cnf,998,1000,191.035,218.035,4.50487,1.70114
uf20-0741.cnf,1000,1000,60.174,60.174,3.51647,1.18269
uf20-0742.cnf,1000,1000,33.481,33.481,3.02187,0.86721
uf20-0743.cnf,1000,1000,110.663,110.663,4.14242,1.19
uf20-0744.cnf,1000,1000,96.072,96.072,3.84628,1.48686
uf20-0745.cnf,1000,1000,54.458,54.458,3.48943,0.99266
uf20-0746.cnf,1000,1000,39.338,39.338,3.35471,0.63972
uf20-0747.cnf,1000,1000,64.724,64.724,3.71684,0.99767
uf20-0748.cnf,1000,1000,55.63,55.63,3.31735,1.19789
uf20-0749.cnf,1000,1000,72.767,72.767,3.72689,1.06894
uf20-0750.cnf,999,1000,198.697,212.197,4.7695,1.31366
uf20-0751.cnf,1000,1000,110.266,110.266,3.96807,1.40967
uf20-0752.cnf,1000,1000,87.565,87.565,3.73706,1.39416
uf20-0753.cnf,1000,1000,55.683,55.683,3.64557,0.79622
uf20-0754.cnf,1000,1000,67.768,67.768,3.65795,1.19799
uf20-0755.cnf,1000,1000,115.918,115.918,4.1766,1.27156
uf20-0756.cnf,1000,1000,48.769,48.769,3.43388,0.87103
uf20-0757.cnf,1000,1000,72.029,72.029,3.80256,1.00834
uf20-0758.cnf,1000,1000,40.25,40.25,3.26187,0.88057
uf20-0759.cnf,1000,1000,161.735,161.735,4.36151,1.55369
uf20-0760.cnf,1000,1000,37.447,37.447,3.22507,0.73746
uf20-0761.cnf,1000,1000,47.901,47.901,3.39176,0.94918
uf20-0762.cnf,906,1000,534.799,1803.799,5.37473,2.17804
uf20-0763.cnf,999,1000,185.54,199.04,4.57162,1.56573
uf20-0764.cnf,922,1000,477.819,1530.819,5.2035,2.12838
uf20-0765.cnf,994,1000,266.363,347.363,4.74541,2.07858
uf20-0766.cnf,998,1000,91.442,118.442,3.7368,1.36478
uf20-0767.cnf,1000,1000,27.407,27.407,2.85201,0.7738
uf20-0768.cnf,1000,1000,82.829,82.829,3.49661,1.66323
uf20-0769.cnf,999,1000,140.124,153.624,4.25579,1.51559
uf20-0770.cnf,1000,1000,119.097,119.097,4.14755,1.40194
uf20-0771.cnf,857,1000,550.836,2481.336,5.16239,2.33022
uf20-0772.cnf,1000,1000,26.428,26.428,2.7641,0.76792
uf20-0773.cnf,1000,1000,33.398,33.398,3.13567,0.66607
uf20-0774.cnf,1000,1000,56.652,56.652,3.50259,1.0408
uf20-0775.cnf,987,1000,302.864,478.364,4.96179,1.86025
uf20-0776.cnf,1000,1000,52.001,52.001,3.30436,1.14095
uf20-0777.cnf,917,1000,458.796,1579.296,5.04396,2.43702
uf20-0778.cnf,992,1000,193.047,301.047,4.24586,2.15751
uf20-0779.cnf,1000,1000,78.849,78.849,3.81289,1.13035
uf20-0780.cnf,1000,1000,89.705,89.705,3.91422,1.24418
uf20-0781.cnf,997,1000,147.422,187.922,4.16938,1.59251
uf20-0782.cnf,992,1000,257.136,365.136,4.75494,1.94735
uf20-0783.cnf,1000,1000,178.881,178.881,4.77797,1.02522
uf20-0784.cnf,1000,1000,62.903,62.903,3.62185,1.0754
uf20-0785.cnf,1000,1000,73.3,73.3,3.63032,1.31941
uf20-0786.cnf,1000,1000,98.313,98.313,3.60855,1.96786
uf20-0787.cnf,1000,1000,21.571,21.571,2.70193,0.70668
uf20-0788.cnf,1000,1000,69.829,69.829,3.67949,1.1932
uf20-0789.cnf,1000,1000,126.146,126.146,4.22672,1.3181
uf20-0790.cnf,984,1000,230.725,446.725,4.24408,2.52252
uf20-0791.cnf,962,1000,417.49,930.49,5.28511,1.84337
uf20-0792.cnf,1000,1000,20.902,20.902,2.78887,0.46566
uf20-0793.cnf,1000,1000,64.393,64.393,3.68638,0.99748
uf20-0794.cnf,1000,1000,87.33,87.33,3.95757,1.0667
uf20-0795.cnf,1000,1000,54.85,54.85,3.49831,1.00275
uf20-0796.cnf,1000,1000,105.891,105.891,4.13928,1.15062
uf20-0797.cnf,1000,1000,60.523,60.523,3.53965,1.16301
uf20-0798.cnf,1000,1000,83.948,83.948,3.98471,0.98177
uf20-0799.cnf,1000,1000,66.051,66.051,3.78148,0.85488
uf20-0800.cnf,1000,1000,122.712,122.712,3.94112,1.68196
uf20-0801.cnf,1000,1000,95.797,95.797,3.74993,1.59802
uf20-0802.cnf,1000,1000,99.433,99.433,3.89153,1.47581
uf20-0803.cnf,1000,1000,45.452,45.452,3.17156,1.15219
uf20-0804.cnf,1000,1000,21.404,21.404,2.8068,0.5245
uf20-0805.cnf,1000,1000,149.055,149.055,4.37533,1.6021
