inst,succ gSAT2,succ probSAT,of,steps gSAT2,steps probSAT,awg fined gSAT2,awg fined probSAT,mu gSAT2,sig^2 gSAT2,mu probSAT,sig^2 probSAT,xing,winner
uf20-0726.cnf,992,1000,1000,157.75,83.318,265.75,83.318,3.93865,2.09518,3.74473,1.27623,23,probSAT
uf20-0727.cnf,1000,1000,1000,48.884,37.606,48.884,37.606,3.39812,0.9273,3.3266,0.62479,29,probSAT
uf20-0728.cnf,975,1000,1000,316.918,156.703,654.418,156.703,4.7913,2.27456,4.45983,1.36752,46,probSAT
uf20-0729.cnf,1000,1000,1000,106.09,75.065,106.09,75.065,4.18868,1.03261,3.96868,0.76015,7,probSAT
uf20-0730.cnf,1000,1000,1000,75.395,54.124,75.395,54.124,3.50208,1.50315,3.49441,0.99586,50,probSAT
uf20-0731.cnf,1000,1000,1000,148.205,84.279,148.205,84.279,4.27997,1.53504,3.96653,0.99015,9,probSAT
uf20-0732.cnf,1000,1000,1000,46.765,46.588,46.765,46.588,3.37159,0.95628,3.41556,0.87332,301,probSAT
uf20-0733.cnf,1000,1000,1000,128.201,78.943,128.201,78.943,4.25201,1.2554,4.00103,0.76878,21,probSAT
uf20-0734.cnf,1000,1000,1000,84.84,53.075,84.84,53.075,3.50879,1.74687,3.36077,1.21549,21,probSAT
uf20-0735.cnf,1000,1000,1000,101.78,65.266,101.78,65.266,4.15616,1.02316,3.87781,0.64524,18,probSAT
uf20-0736.cnf,998,1000,1000,193.578,128.845,220.578,128.845,4.48052,1.80201,4.35306,1.15626,78,probSAT
uf20-0737.cnf,1000,1000,1000,145.173,70.166,145.173,70.166,4.08326,1.86305,3.78553,0.98417,35,probSAT
uf20-0738.cnf,1000,1000,1000,45.593,38.481,45.593,38.481,3.34136,0.90977,3.2933,0.72074,27,probSAT
uf20-0739.cnf,961,998,1000,312.016,171.265,838.516,198.265,4.57665,2.5133,4.36035,1.76815,43,probSAT
uf20-0740.cnf,998,1000,1000,191.035,109.492,218.035,109.492,4.50487,1.70114,4.23227,1.06502,54,probSAT
uf20-0741.cnf,1000,1000,1000,60.174,51.422,60.174,51.422,3.51647,1.18269,3.48629,0.92251,25,probSAT
uf20-0742.cnf,1000,1000,1000,33.481,34.35,33.481,34.35,3.02187,0.86721,3.09292,0.88774,81,probSAT
uf20-0743.cnf,1000,1000,1000,110.663,78.134,110.663,78.134,4.14242,1.19,3.9586,0.86739,27,probSAT
uf20-0744.cnf,1000,1000,1000,96.072,81.986,96.072,81.986,3.84628,1.48686,3.77416,1.24951,934,gSAT2
uf20-0745.cnf,1000,1000,1000,54.458,38.572,54.458,38.572,3.48943,0.99266,3.31737,0.67872,20,probSAT
uf20-0746.cnf,1000,1000,1000,39.338,33.912,39.338,33.912,3.35471,0.63972,3.25531,0.56034,4,probSAT
uf20-0747.cnf,1000,1000,1000,64.724,44.605,64.724,44.605,3.71684,0.99767,3.45716,0.7071,408,gSAT2
uf20-0748.cnf,1000,1000,1000,55.63,39.55,55.63,39.55,3.31735,1.19789,3.1784,0.8873,12,probSAT
uf20-0749.cnf,1000,1000,1000,72.767,53.648,72.767,53.648,3.72689,1.06894,3.61572,0.77439,33,probSAT
uf20-0750.cnf,999,1000,1000,198.697,133.711,212.197,133.711,4.7695,1.31366,4.4155,1.16003,None,probSAT
uf20-0751.cnf,1000,1000,1000,110.266,75.022,110.266,75.022,3.96807,1.40967,3.84918,0.99016,54,probSAT
uf20-0752.cnf,1000,1000,1000,87.565,58.586,87.565,58.586,3.73706,1.39416,3.62624,0.94947,60,probSAT
uf20-0753.cnf,1000,1000,1000,55.683,49.366,55.683,49.366,3.64557,0.79622,3.57371,0.68664,21,probSAT
uf20-0754.cnf,1000,1000,1000,67.768,55.961,67.768,55.961,3.65795,1.19799,3.54367,1.01436,25,probSAT
uf20-0755.cnf,1000,1000,1000,115.918,71.463,115.918,71.463,4.1766,1.27156,3.92037,0.75791,29,probSAT
uf20-0756.cnf,1000,1000,1000,48.769,39.161,48.769,39.161,3.43388,0.87103,3.37301,0.6507,39,probSAT
uf20-0757.cnf,1000,1000,1000,72.029,60.272,72.029,60.272,3.80256,1.00834,3.72434,0.80625,38,probSAT
uf20-0758.cnf,1000,1000,1000,40.25,31.957,40.25,31.957,3.26187,0.88057,3.13791,0.68664,4,probSAT
uf20-0759.cnf,1000,1000,1000,161.735,98.557,161.735,98.557,4.36151,1.55369,4.07193,1.0801,26,probSAT
uf20-0760.cnf,1000,1000,1000,37.447,42.048,37.447,42.048,3.22507,0.73746,3.30576,0.85478,342,gSAT2
uf20-0761.cnf,1000,1000,1000,47.901,40.289,47.901,40.289,3.39176,0.94918,3.33349,0.73227,28,probSAT
uf20-0762.cnf,906,999,1000,534.799,216.877,1803.799,230.377,5.37473,2.17804,4.80902,1.49284,22,probSAT
uf20-0763.cnf,999,1000,1000,185.54,127.911,199.04,127.911,4.57162,1.56573,4.38647,1.04815,57,probSAT
uf20-0764.cnf,922,1000,1000,477.819,241.999,1530.819,241.999,5.2035,2.12838,4.93335,1.37914,51,probSAT
uf20-0765.cnf,994,1000,1000,266.363,143.982,347.363,143.982,4.74541,2.07858,4.382,1.39032,27,probSAT
uf20-0766.cnf,998,1000,1000,91.442,61.106,118.442,61.106,3.7368,1.36478,3.56338,1.08631,None,probSAT
uf20-0767.cnf,1000,1000,1000,27.407,22.234,27.407,22.234,2.85201,0.7738,2.77818,0.59753,18,probSAT
uf20-0768.cnf,1000,1000,1000,82.829,44.18,82.829,44.18,3.49661,1.66323,3.281,0.97656,29,probSAT
uf20-0769.cnf,999,1000,1000,140.124,91.534,153.624,91.534,4.25579,1.51559,4.09369,0.9346,56,probSAT
uf20-0770.cnf,1000,1000,1000,119.097,96.256,119.097,96.256,4.14755,1.40194,4.03581,1.20535,37,probSAT
uf20-0771.cnf,857,998,1000,550.836,216.04,2481.336,243.04,5.16239,2.33022,4.70853,1.54763,22,probSAT
uf20-0772.cnf,1000,1000,1000,26.428,21.926,26.428,21.926,2.7641,0.76792,2.75378,0.60577,41,probSAT
uf20-0773.cnf,1000,1000,1000,33.398,28.59,33.398,28.59,3.13567,0.66607,3.11566,0.47454,25,probSAT
uf20-0774.cnf,1000,1000,1000,56.652,43.652,56.652,43.652,3.50259,1.0408,3.43879,0.71209,40,probSAT
uf20-0775.cnf,987,997,1000,302.864,230.765,478.364,271.265,4.96179,1.86025,4.85265,1.45275,70,probSAT
uf20-0776.cnf,1000,1000,1000,52.001,32.235,52.001,32.235,3.30436,1.14095,3.08166,0.75072,3,probSAT
uf20-0777.cnf,917,993,1000,458.796,255.558,1579.296,350.058,5.04396,2.43702,4.86843,1.6769,64,probSAT
uf20-0778.cnf,992,1000,1000,193.047,95.009,301.047,95.009,4.24586,2.15751,3.91764,1.31298,25,probSAT
uf20-0779.cnf,1000,1000,1000,78.849,51.16,78.849,51.16,3.81289,1.13035,3.54269,0.80681,8,probSAT
uf20-0780.cnf,1000,1000,1000,89.705,76.565,89.705,76.565,3.91422,1.24418,3.82195,1.1241,8,probSAT
uf20-0781.cnf,997,1000,1000,147.422,95.253,187.922,95.253,4.16938,1.59251,4.0154,1.07994,37,probSAT
uf20-0782.cnf,992,1000,1000,257.136,157.362,365.136,157.362,4.75494,1.94735,4.4866,1.37676,41,probSAT
uf20-0783.cnf,1000,1000,1000,178.881,116.177,178.881,116.177,4.77797,1.02522,4.37501,0.91661,None,probSAT
uf20-0784.cnf,1000,1000,1000,62.903,55.504,62.903,55.504,3.62185,1.0754,3.58048,0.93756,55,probSAT
uf20-0785.cnf,1000,1000,1000,73.3,37.428,73.3,37.428,3.63032,1.31941,3.25683,0.73369,10,probSAT
uf20-0786.cnf,1000,1000,1000,98.313,67.392,98.313,67.392,3.60855,1.96786,3.51169,1.40321,41,probSAT
uf20-0787.cnf,1000,1000,1000,21.571,21.043,21.571,21.043,2.70193,0.70668,2.72343,0.6071,77,probSAT
uf20-0788.cnf,1000,1000,1000,69.829,45.791,69.829,45.791,3.67949,1.1932,3.43645,0.82262,6,probSAT
uf20-0789.cnf,1000,1000,1000,126.146,86.586,126.146,86.586,4.22672,1.3181,3.99478,1.00257,20,probSAT
uf20-0790.cnf,984,1000,1000,230.725,119.226,446.725,119.226,4.24408,2.52252,3.98216,1.71609,28,probSAT
uf20-0791.cnf,962,999,1000,417.49,201.488,930.49,214.988,5.28511,1.84337,4.76882,1.32667,3,probSAT
uf20-0792.cnf,1000,1000,1000,20.902,20.376,20.902,20.376,2.78887,0.46566,2.79407,0.45105,36,probSAT
uf20-0793.cnf,1000,1000,1000,64.393,53.708,64.393,53.708,3.68638,0.99748,3.5808,0.84456,7,probSAT
uf20-0794.cnf,1000,1000,1000,87.33,63.086,87.33,63.086,3.95757,1.0667,3.76933,0.81115,13,probSAT
uf20-0795.cnf,1000,1000,1000,54.85,48.469,54.85,48.469,3.49831,1.00275,3.46609,0.84804,35,probSAT
uf20-0796.cnf,1000,1000,1000,105.891,68.991,105.891,68.991,4.13928,1.15062,3.91014,0.70396,35,probSAT
uf20-0797.cnf,1000,1000,1000,60.523,44.601,60.523,44.601,3.53965,1.16301,3.32498,0.94805,None,probSAT
uf20-0798.cnf,1000,1000,1000,83.948,78.324,83.948,78.324,3.98471,0.98177,3.98386,0.80455,56,probSAT
uf20-0799.cnf,1000,1000,1000,66.051,62.309,66.051,62.309,3.78148,0.85488,3.75966,0.80178,433,gSAT2
uf20-0800.cnf,1000,1000,1000,122.712,84.202,122.712,84.202,3.94112,1.68196,3.88543,1.14295,77,probSAT
uf20-0801.cnf,1000,1000,1000,95.797,87.307,95.797,87.307,3.74993,1.59802,3.73856,1.48081,101,probSAT
uf20-0802.cnf,1000,1000,1000,99.433,57.823,99.433,57.823,3.89153,1.47581,3.60265,0.9582,18,probSAT
uf20-0803.cnf,1000,1000,1000,45.452,29.351,45.452,29.351,3.17156,1.15219,3.03508,0.67768,18,probSAT
uf20-0804.cnf,1000,1000,1000,21.404,20.632,21.404,20.632,2.8068,0.5245,2.7955,0.46404,97,probSAT
uf20-0805.cnf,1000,1000,1000,149.055,99.781,149.055,99.781,4.37533,1.6021,4.09806,1.17683,31,probSAT
uf20-0806.cnf,995,1000,1000,216.436,109.808,283.936,109.808,4.64251,1.74811,4.22425,1.08369,16,probSAT
uf20-0807.cnf,1000,1000,1000,59.946,51.594,59.946,51.594,3.68361,0.91866,3.61033,0.71965,310,gSAT2
uf20-0808.cnf,1000,1000,1000,107.354,91.748,107.354,91.748,4.21153,1.00558,4.11993,0.88687,24,probSAT
uf20-0809.cnf,1000,1000,1000,27.196,25.64,27.196,25.64,2.96119,0.65115,2.98697,0.52088,35,probSAT
uf20-0810.cnf,1000,1000,1000,42.02,28.116,42.02,28.116,3.25045,0.89013,3.05438,0.55321,6,probSAT
uf20-0811.cnf,1000,1000,1000,34.077,28.482,34.077,28.482,3.06856,0.75526,3.03018,0.61229,30,probSAT
uf20-0812.cnf,986,1000,1000,281.54,163.829,470.54,163.829,4.81879,1.88156,4.61799,1.16325,81,probSAT
uf20-0813.cnf,1000,1000,1000,17.428,16.214,17.428,16.214,2.65321,0.39104,2.5759,0.39836,75,probSAT
uf20-0814.cnf,1000,1000,1000,59.358,48.787,59.358,48.787,3.38803,1.22351,3.36085,1.06041,78,probSAT
uf20-0815.cnf,976,997,1000,308.785,237.781,632.785,278.281,4.96348,1.72061,4.9047,1.38859,104,probSAT
uf20-0816.cnf,1000,1000,1000,108.535,65.862,108.535,65.862,3.96868,1.55041,3.72397,0.99626,20,probSAT
uf20-0817.cnf,1000,1000,1000,45.727,39.375,45.727,39.375,3.33439,0.88596,3.3137,0.74613,60,probSAT
uf20-0818.cnf,1000,1000,1000,123.815,75.92,123.815,75.92,4.20678,1.36022,3.89652,0.92761,18,probSAT
uf20-0819.cnf,1000,1000,1000,22.438,20.236,22.438,20.236,2.81525,0.57305,2.76635,0.47419,13,probSAT
uf20-0820.cnf,1000,1000,1000,22.727,22.107,22.727,22.107,2.85086,0.52565,2.83766,0.51217,74,probSAT
uf20-0821.cnf,1000,1000,1000,57.619,40.228,57.619,40.228,3.46409,1.10575,3.31778,0.76221,29,probSAT
uf20-0822.cnf,1000,1000,1000,29.645,27.534,29.645,27.534,3.0332,0.72567,2.98794,0.66966,151,gSAT2
uf20-0823.cnf,1000,1000,1000,95.541,108.172,95.541,108.172,3.99462,1.26317,4.0819,1.26012,105,gSAT2
uf20-0824.cnf,1000,1000,1000,37.339,34.788,37.339,34.788,3.26648,0.6965,3.23649,0.66348,46,probSAT
uf20-0825.cnf,923,998,1000,425.46,232.96,1464.96,259.96,4.8477,2.55281,4.71209,1.80806,71,probSAT
uf20-0826.cnf,1000,1000,1000,86.516,91.478,86.516,91.478,3.98342,0.93441,4.12421,0.84025,257,probSAT
uf20-0827.cnf,955,1000,1000,390.122,205.349,997.622,205.349,5.00739,2.28528,4.69151,1.54368,43,probSAT
uf20-0828.cnf,1000,1000,1000,40.197,31.415,40.197,31.415,3.21063,0.79987,3.15006,0.62107,50,probSAT
uf20-0829.cnf,999,1000,1000,147.742,85.855,161.242,85.855,4.34753,1.45782,4.01538,0.98428,9,probSAT
uf20-0830.cnf,1000,1000,1000,86.554,59.704,86.554,59.704,3.92696,1.1038,3.73011,0.73796,14,probSAT
uf20-0831.cnf,1000,1000,1000,69.883,53.772,69.883,53.772,3.77244,1.01293,3.61436,0.76162,14,probSAT
uf20-0832.cnf,1000,1000,1000,85.212,53.707,85.212,53.707,3.78138,1.44038,3.54273,0.93583,22,probSAT
uf20-0833.cnf,1000,1000,1000,96.832,62.229,96.832,62.229,3.97054,1.31124,3.7182,0.9004,9,probSAT
uf20-0834.cnf,1000,1000,1000,108.553,79.535,108.553,79.535,3.95373,1.58367,3.77242,1.23791,20,probSAT
uf20-0835.cnf,1000,1000,1000,36.215,25.534,36.215,25.534,2.94621,0.92526,2.89671,0.60842,27,probSAT
uf20-0836.cnf,998,1000,1000,140.273,77.857,167.273,77.857,4.14189,1.5876,3.88979,0.95334,18,probSAT
uf20-0837.cnf,987,1000,1000,256.886,160.708,432.386,160.708,4.70377,1.89794,4.58815,1.14269,83,probSAT
uf20-0838.cnf,1000,1000,1000,20.281,18.876,20.281,18.876,2.69664,0.54919,2.72427,0.41281,26,probSAT
uf20-0839.cnf,995,1000,1000,227.714,147.573,295.214,147.573,4.52908,2.13827,4.28422,1.64916,20,probSAT
uf20-0840.cnf,996,1000,1000,155.171,111.86,209.171,111.86,4.3937,1.27253,4.28886,0.98645,61,probSAT
uf20-0841.cnf,993,1000,1000,270.974,179.405,365.474,179.405,4.76558,2.03817,4.55424,1.51969,34,probSAT
uf20-0842.cnf,956,997,1000,394.591,185.933,988.591,226.433,5.07282,2.12638,4.54874,1.56849,6,probSAT
uf20-0843.cnf,1000,1000,1000,30.472,30.537,30.472,30.537,3.03751,0.71862,3.08259,0.67146,71,probSAT
uf20-0844.cnf,1000,1000,1000,32.833,27.146,32.833,27.146,3.11514,0.73211,3.02108,0.54391,15,probSAT
uf20-0845.cnf,1000,1000,1000,48.37,48.713,48.37,48.713,3.44661,0.87266,3.48716,0.82855,198,probSAT
uf20-0846.cnf,1000,1000,1000,30.308,25.725,30.308,25.725,2.97907,0.78438,2.93434,0.60923,17,probSAT
uf20-0847.cnf,998,1000,1000,171.927,103.618,198.927,103.618,4.38928,1.69118,4.14992,1.13617,24,probSAT
uf20-0848.cnf,983,999,1000,270.878,146.495,500.378,159.995,4.62223,2.20438,4.33462,1.47557,31,probSAT
uf20-0849.cnf,946,998,1000,387.783,216.559,1116.783,243.559,4.90713,2.26674,4.71167,1.63232,66,probSAT
uf20-0850.cnf,1000,1000,1000,83.037,78.177,83.037,78.177,3.74001,1.35172,3.74523,1.23605,521,gSAT2
uf20-0851.cnf,1000,1000,1000,165.937,98.224,165.937,98.224,4.41385,1.71607,4.05446,1.20571,13,probSAT
uf20-0852.cnf,1000,1000,1000,52.111,34.719,52.111,34.719,3.35858,1.0904,3.17924,0.72552,6,probSAT
uf20-0853.cnf,954,988,1000,391.136,285.239,1012.136,447.239,4.95939,2.45231,4.85889,1.90778,51,probSAT
uf20-0854.cnf,1000,1000,1000,48.81,41.215,48.81,41.215,3.38115,0.95067,3.39783,0.68905,47,probSAT
uf20-0855.cnf,920,1000,1000,456.052,178.605,1536.052,178.605,5.07265,2.33256,4.57648,1.51952,6,probSAT
uf20-0856.cnf,1000,1000,1000,11.76,11.629,11.76,11.629,2.32438,0.29594,2.3278,0.25954,29,probSAT
uf20-0857.cnf,994,1000,1000,188.621,85.467,269.621,85.467,4.25745,2.10262,3.89607,1.20941,25,probSAT
uf20-0858.cnf,993,1000,1000,265.389,115.073,359.889,115.073,4.88352,1.72016,4.36871,0.88008,30,probSAT
uf20-0859.cnf,1000,1000,1000,55.328,41.828,55.328,41.828,3.46691,1.04044,3.35364,0.75353,23,probSAT
uf20-0860.cnf,1000,1000,1000,20.403,20.056,20.403,20.056,2.74789,0.48394,2.74846,0.46413,93,probSAT
uf20-0861.cnf,1000,1000,1000,44.598,42.284,44.598,42.284,3.30448,0.96759,3.27606,0.93676,320,gSAT2
uf20-0862.cnf,1000,1000,1000,39.243,26.621,39.243,26.621,3.11786,0.9313,2.95197,0.60835,None,probSAT
uf20-0863.cnf,998,1000,1000,205.948,114.802,232.948,114.802,4.57676,1.77582,4.14811,1.34122,4,probSAT
uf20-0864.cnf,1000,1000,1000,45.795,37.621,45.795,37.621,3.40308,0.83646,3.31628,0.63139,14,probSAT
uf20-0865.cnf,1000,1000,1000,76.24,53.611,76.24,53.611,3.81659,1.14162,3.58607,0.85312,9,probSAT
uf20-0866.cnf,1000,1000,1000,108.633,65.565,108.633,65.565,3.98404,1.57561,3.67658,1.06138,11,probSAT
uf20-0867.cnf,1000,1000,1000,170.777,153.663,170.777,153.663,4.41195,1.69802,4.49183,1.25571,1203,gSAT2
uf20-0868.cnf,1000,1000,1000,21.586,19.18,21.586,19.18,2.81996,0.49848,2.73169,0.46234,None,probSAT
uf20-0869.cnf,1000,1000,1000,137.806,98.64,137.806,98.64,4.27581,1.45136,4.11507,1.05551,36,probSAT
uf20-0870.cnf,1000,1000,1000,53.221,45.9,53.221,45.9,3.44427,0.97113,3.44977,0.77351,61,probSAT
uf20-0871.cnf,1000,1000,1000,118.108,91.016,118.108,91.016,4.12414,1.48101,3.93054,1.27403,16,probSAT
uf20-0872.cnf,1000,1000,1000,48.359,34.354,48.359,34.354,3.37156,1.04358,3.13224,0.7973,5,probSAT
uf20-0873.cnf,999,1000,1000,195.119,117.763,208.619,117.763,4.60134,1.59677,4.29171,1.08201,29,probSAT
uf20-0874.cnf,1000,1000,1000,26.929,23.457,26.929,23.457,2.89645,0.7506,2.85941,0.59259,25,probSAT
uf20-0875.cnf,985,1000,1000,224.722,88.537,427.222,88.537,4.28183,2.38013,3.8866,1.18738,24,probSAT
uf20-0876.cnf,1000,1000,1000,50.629,42.252,50.629,42.252,3.44433,0.96481,3.34843,0.78111,16,probSAT
uf20-0877.cnf,980,996,1000,283.896,202.495,553.896,256.495,4.79753,1.86279,4.6421,1.58514,30,probSAT
uf20-0878.cnf,1000,1000,1000,30.702,26.605,30.702,26.605,3.07555,0.67146,2.97728,0.62174,None,probSAT
uf20-0879.cnf,999,1000,1000,141.26,96.662,154.76,96.662,4.25146,1.45892,4.05748,1.17582,None,probSAT
uf20-0880.cnf,1000,1000,1000,68.25,52.487,68.25,52.487,3.6017,1.25,3.5456,0.87717,49,probSAT
uf20-0881.cnf,989,1000,1000,207.011,113.887,355.511,113.887,4.54782,1.49505,4.26787,1.00219,21,probSAT
uf20-0882.cnf,1000,1000,1000,60.938,47.623,60.938,47.623,3.51071,1.15809,3.46959,0.80994,40,probSAT
uf20-0883.cnf,962,1000,1000,381.644,139.069,894.644,139.069,5.15593,1.84863,4.4835,1.10231,None,probSAT
uf20-0884.cnf,1000,1000,1000,145.997,105.968,145.997,105.968,4.3782,1.39143,4.12536,1.22823,None,probSAT
uf20-0885.cnf,1000,1000,1000,144.161,71.559,144.161,71.559,4.21799,1.72144,3.78559,1.03889,8,probSAT
uf20-0886.cnf,1000,1000,1000,82.359,61.401,82.359,61.401,3.83062,1.19522,3.73498,0.8529,46,probSAT
uf20-0887.cnf,894,998,1000,505.906,234.427,1936.906,261.427,5.22576,2.15897,4.88446,1.47613,22,probSAT
uf20-0888.cnf,999,1000,1000,147.133,88.51,160.633,88.51,4.20031,1.78497,3.99668,1.14598,41,probSAT
uf20-0889.cnf,1000,1000,1000,64.525,54.441,64.525,54.441,3.74172,0.94926,3.62717,0.81237,12,probSAT
uf20-0890.cnf,1000,1000,1000,119.776,78.144,119.776,78.144,4.00522,1.65546,3.86696,1.07552,50,probSAT
uf20-0891.cnf,963,998,1000,364.58,209.371,864.08,236.371,5.08156,1.80946,4.72889,1.46446,7,probSAT
uf20-0892.cnf,1000,1000,1000,62.745,44.094,62.745,44.094,3.65229,1.00862,3.47468,0.67814,20,probSAT
uf20-0893.cnf,997,1000,1000,249.045,144.805,289.545,144.805,4.84012,1.71494,4.50795,1.09347,36,probSAT
uf20-0894.cnf,1000,1000,1000,148.72,97.171,148.72,97.171,4.28879,1.66254,4.10049,1.06636,44,probSAT
uf20-0895.cnf,1000,1000,1000,66.438,48.724,66.438,48.724,3.66901,1.09171,3.50636,0.80447,19,probSAT
uf20-0896.cnf,985,1000,1000,311.512,125.144,514.012,125.144,4.92921,2.02165,4.36104,1.0855,22,probSAT
uf20-0897.cnf,1000,1000,1000,115.615,71.561,115.615,71.561,4.07927,1.54788,3.78873,1.03593,20,probSAT
uf20-0898.cnf,1000,1000,1000,48.617,49.464,48.617,49.464,3.45943,0.82919,3.50378,0.81378,164,probSAT
uf20-0899.cnf,1000,1000,1000,83.921,55.685,83.921,55.685,3.89346,1.20736,3.59617,0.89952,7,probSAT
uf20-0900.cnf,1000,1000,1000,53.095,42.85,53.095,42.85,3.29102,1.19347,3.22453,1.02851,33,probSAT
uf20-0901.cnf,983,1000,1000,263.547,132.621,493.047,132.621,4.68271,1.86434,4.34942,1.13209,17,probSAT
uf20-0902.cnf,1000,1000,1000,155.859,89.983,155.859,89.983,4.25032,1.91962,3.85503,1.38034,9,probSAT
uf20-0903.cnf,991,1000,1000,204.456,103.39,325.956,103.39,4.43512,1.91675,4.05735,1.23961,9,probSAT
uf20-0904.cnf,1000,1000,1000,72.096,58.412,72.096,58.412,3.838,0.98038,3.69065,0.79498,15,probSAT
uf20-0905.cnf,1000,1000,1000,82.25,45.949,82.25,45.949,3.53876,1.62644,3.28758,1.02593,8,probSAT
uf20-0906.cnf,1000,1000,1000,70.12,53.577,70.12,53.577,3.67512,1.1283,3.58882,0.82734,36,probSAT
uf20-0907.cnf,1000,1000,1000,88.591,64.452,88.591,64.452,3.81186,1.44087,3.6596,1.09202,24,probSAT
uf20-0908.cnf,964,1000,1000,376.276,192.913,862.276,192.913,5.03957,2.08009,4.59751,1.64695,4,probSAT
uf20-0909.cnf,1000,1000,1000,142.073,90.267,142.073,90.267,4.17942,1.76892,3.94522,1.23742,20,probSAT
uf20-0910.cnf,1000,1000,1000,36.134,31.806,36.134,31.806,3.20348,0.74951,3.14063,0.63247,213,gSAT2
uf20-0911.cnf,1000,1000,1000,22.857,21.106,22.857,21.106,2.89567,0.48817,2.81527,0.47761,91,gSAT2
uf20-0912.cnf,1000,1000,1000,118.093,79.3,118.093,79.3,4.11183,1.44016,3.92918,0.96775,34,probSAT
uf20-0913.cnf,1000,1000,1000,38.618,32.311,38.618,32.311,3.27367,0.74364,3.20301,0.55636,19,probSAT
uf20-0914.cnf,1000,1000,1000,173.413,104.872,173.413,104.872,4.51538,1.5313,4.19236,1.07624,2,probSAT
uf20-0915.cnf,999,1000,1000,98.384,54.438,111.884,54.438,3.72139,1.53338,3.55124,0.88233,35,probSAT
uf20-0916.cnf,999,1000,1000,122.865,58.464,136.365,58.464,4.05839,1.554,3.68254,0.80174,15,probSAT
uf20-0917.cnf,1000,1000,1000,49.109,41.404,49.109,41.404,3.51647,0.78482,3.46182,0.55709,34,probSAT
uf20-0918.cnf,1000,1000,1000,83.42,72.985,83.42,72.985,3.89443,1.08684,3.92174,0.84248,86,probSAT
uf20-0919.cnf,1000,1000,1000,83.557,62.41,83.557,62.41,3.82998,1.28705,3.73556,0.87259,36,probSAT
uf20-0920.cnf,997,1000,1000,104.387,61.987,144.887,61.987,3.62332,1.72467,3.47922,1.14458,25,probSAT
uf20-0921.cnf,1000,1000,1000,63.112,45.919,63.112,45.919,3.51393,1.12058,3.4185,0.81319,43,probSAT
uf20-0922.cnf,1000,1000,1000,76.766,57.867,76.766,57.867,3.93978,0.90954,3.71452,0.75982,2,probSAT
uf20-0923.cnf,1000,1000,1000,39.675,31.612,39.675,31.612,3.10988,1.01046,3.08568,0.73647,29,probSAT
uf20-0924.cnf,968,1000,1000,268.584,165.88,700.584,165.88,4.66605,1.60346,4.65509,1.06466,158,probSAT
uf20-0925.cnf,1000,1000,1000,66.397,59.034,66.397,59.034,3.55498,1.35654,3.48165,1.20242,531,gSAT2
uf20-0926.cnf,998,1000,1000,135.622,78.504,162.622,78.504,4.1619,1.54986,3.85304,1.07973,8,probSAT
uf20-0927.cnf,994,1000,1000,189.59,83.961,270.59,83.961,4.37276,1.97481,3.88399,1.19181,4,probSAT
uf20-0928.cnf,996,1000,1000,255.764,159.266,309.764,159.266,4.95423,1.45047,4.58772,1.10312,22,probSAT
uf20-0929.cnf,1000,1000,1000,85.362,67.75,85.362,67.75,3.99468,0.99461,3.86089,0.7867,21,probSAT
uf20-0930.cnf,995,1000,1000,252.739,129.127,320.239,129.127,4.89568,1.64639,4.40324,1.06708,19,probSAT
uf20-0931.cnf,1000,1000,1000,74.526,74.032,74.526,74.032,3.80629,1.03094,3.8563,0.96115,172,probSAT
uf20-0932.cnf,1000,1000,1000,21.912,20.009,21.912,20.009,2.71773,0.63893,2.67755,0.57267,179,probSAT
uf20-0933.cnf,799,988,1000,550.529,276.644,3264.029,438.644,4.48691,3.09473,4.67726,2.29211,88,probSAT
uf20-0934.cnf,1000,1000,1000,68.893,42.224,68.893,42.224,3.65142,1.13495,3.4241,0.69125,13,probSAT
uf20-0935.cnf,1000,1000,1000,43.509,39.202,43.509,39.202,3.38846,0.75319,3.32901,0.71498,38,probSAT
uf20-0936.cnf,1000,1000,1000,152.731,131.689,152.731,131.689,4.37562,1.46026,4.39997,1.08247,115,probSAT
uf20-0937.cnf,978,997,1000,325.568,228.615,622.568,269.115,4.89657,2.14602,4.70229,1.73669,44,probSAT
uf20-0938.cnf,1000,1000,1000,130.015,78.821,130.015,78.821,4.30282,1.23619,4.01527,0.73645,19,probSAT
uf20-0939.cnf,1000,1000,1000,75.861,56.262,75.861,56.262,3.83584,1.03705,3.63994,0.80812,11,probSAT
uf20-0940.cnf,1000,1000,1000,78.339,72.45,78.339,72.45,3.75241,1.22937,3.75714,1.11928,75,probSAT
uf20-0941.cnf,1000,1000,1000,45.683,36.734,45.683,36.734,3.32716,0.94343,3.25849,0.71086,31,probSAT
uf20-0942.cnf,1000,1000,1000,44.623,30.783,44.623,30.783,3.12221,1.08859,3.03743,0.71174,23,probSAT
uf20-0943.cnf,967,1000,1000,340.373,172.035,785.873,172.035,4.97804,1.93287,4.59126,1.3673,30,probSAT
uf20-0944.cnf,870,992,1000,540.077,252.226,2295.077,360.226,5.06642,2.74109,4.75291,1.87537,28,probSAT
uf20-0945.cnf,761,972,1000,679.691,396.085,3906.191,774.085,5.12426,2.77765,5.15033,2.19174,61,probSAT
uf20-0946.cnf,1000,1000,1000,43.548,35.586,43.548,35.586,3.27396,0.90577,3.23018,0.6962,38,probSAT
